"This data table captures monthly data on unemployment, CalFresh (federal) public assistance households, CalFresh non-assistance households, California Food Assistance Program public assistance households, California Food Assistance Program non-assistance households, the total number of all public assistance households, the total number of all non-public assistance households, CalFresh households, CalFresh persons, CalFresh public assistance persons, CalFresh non-assistance persons, the total number of CalFresh persons, California Food Assistance Program public assistance persons, California Food Assistance Program non-public assistance persons, the total number of California Food Assistance Program persons, CalFresh issuances, State issuances, total number of issuances, Medi-Cal enrollment, timeliness 30 day percentage, timeliness expedited percentage, negative error rate completed cases, negative error rate, active error rate, applications received, online applications received, child only household, child only persons data, and Supplemental Security Income data. Note, certain cells are blank to meet de-identification guidelines. The data table begins in cell A2. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
County,FIPS,County Center X,County Center Y,Consortium,Month,Date,Calendar Year,Federal Fiscal Year,State Fiscal Year,Unemployment Monthly,Federal Public Assistance Households,Federal Non-Assistance Households,CFAP Public Assistance Households,CFAP Non-Assistance Households,All Public Assistance Households,All Non-Assistance Households,CalFresh Households,CalFresh Persons,Federal Pubic Assistance Persons,Federal Non Assistance Persons,All Federal Persons,CFAP Public Assistance Persons,CFAP Non Assistance Persons,All CFAP Persons,All Public Assistance Persons,All Non-Assistance Persons,Federal Issuances,State Issuances,Total Issuances,Medi-Cal Enrollement ,Timeliness 30 day Percentage,Timeliness Expedited Services Percentage  Monthly,Procedural_Denials,Negative Error Rate on Completed Cases,Negative Error Rate,Active Error Rate,Applications Recevied,Online Applications Received,Child Only Households Monthly,Child Only Persons,EBT_FSP_dollars,EBT_SNB_dollars,EBT_TNB_dollars,All_GCF_apps_submit,SSA_GCF_apps_submit,CfA_GCF_apps_submit,CBO_GCF_apps_submit,Continuing CalFresh SSI Persons Unaided in the Household - No Reversal Determination Yet,Continuing CalFresh Cases with at Least One SSI Person Unaided in the Household - No Reversal Determination Yet,New Apps with at Least Some SSI - Approved,New Apps with at Least Some SSI - Denied,SSI Persons in New Apps Disposed,Average Age of SSI Persons Newly Applying,SNB Determination - Approved Cases,Active TNB Cases,SSI Disposed HH Language - English,SSI Disposed HH Language - Spanish,SSI Disposed HH Language - Armenian,SSI Disposed HH Language - Korean,SSI Disposed HH Language - Russian,SSI Disposed HH Language - Cantonese,SSI Disposed HH Language - Vietnamese,SSI Disposed HH Language - Farsi,SSI Disposed HH Language - Cambodian,SSI Disposed HH Language - Mandarin,SSI Disposed HH Language - Other, SSI Person Race/Ethnicity - American Indian or Alaska Native, SSI Person Race/Ethnicity - Black or African American, SSI Person Race/Ethnicity - Other, SSI Person Race/Ethnicity - Unknown, SSI Person Race/Ethnicity - White, SSI Person Race/Ethnicity - More Than One Race/Ethnicity, SSI Person Race/Ethnicity - Hispanic, SSI Person Race/Ethnicity - Asian, SSI Person Race/Ethnicity - Native Hawaiian or Other Pacific Islander
San Mateo,US-06081,-122.2406398,37.407705,CalWIN,September,43344.0,2018.0,2018.0,2018/19,0.021,,,,,,,11958.0,22465.0,,,,,,,,,,,,143088.0,0.983490566038,0.924812030075,290.0,78.0,0.449,0.1529,1037.0,418.0,2361.0,4799.0,2865377.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Barbara,US-06083,-120.0351675,34.743715,CalWIN,September,43344.0,2018.0,2018.0,2018/19,0.033,,,,,,,19273.0,36808.0,,,,,,,,,,,,147481.0,0.912918660287,0.891696750903,474.0,78.0,0.449,0.1529,2472.0,1539.0,3535.0,8338.0,4885732.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Clara,US-06085,-121.6161794,37.18939,CalWIN,September,43344.0,2018.0,2018.0,2018/19,0.024,,,,,,,41441.0,77911.0,,,,,,,,,,,,401646.0,0.991615853659,0.972222222222,671.0,14.0,0.786,0.0625,2850.0,1096.0,6414.0,13350.0,10192067.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Cruz,US-06087,-122.0401593,37.06834,CalWIN,September,43344.0,2018.0,2018.0,2018/19,0.035,,,,,,,13686.0,23519.0,,,,,,,,,,,,75984.0,0.989130434783,0.976878612717,201.0,78.0,0.449,0.1529,1102.0,598.0,1787.0,3827.0,3108079.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shasta,US-06089,-122.0883555,40.735175,C-IV,September,43344.0,2018.0,2018.0,2018/19,0.043,,,,,,,11837.0,21913.0,,,,,,,,,,,,62987.0,0.96442687747,0.897243107769,439.0,78.0,0.449,0.1529,1032.0,270.0,479.0,801.0,2828574.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra,US-06091,-120.0617973,39.58418,C-IV,September,43344.0,2018.0,2018.0,2018/19,0.047,,,,,,,133.0,221.0,,,,,,,,,,,,794.0,1.0,1.0,1.0,78.0,0.449,0.1529,15.0,1.0,0.0,0.0,26816.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siskiyou,US-06093,-122.5559892,41.5008525,C-IV,September,43344.0,2018.0,2018.0,2018/19,0.049,,,,,,,3120.0,6329.0,,,,,,,,,,,,18700.0,0.984375,0.952380952381,75.0,78.0,0.449,0.1529,245.0,97.0,153.0,278.0,821279.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solano,US-06095,-121.6688337,38.2894915,CalWIN,September,43344.0,2018.0,2018.0,2018/19,0.035,,,,,,,20009.0,36898.0,,,,,,,,,,,,117939.0,0.988748241913,0.95145631068,307.0,9.0,0.333,0.0228,1484.0,579.0,1717.0,3490.0,5081755.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sonoma,US-06097,-122.7518161,38.481733,CalWIN,September,43344.0,2018.0,2018.0,2018/19,0.024,,,,,,,15906.0,27371.0,,,,,,,,,,,,120443.0,0.989919354839,0.78640776699,5.0,78.0,0.449,0.1529,983.0,481.0,2236.0,4697.0,3532042.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stanislaus,US-06099,-120.8981857,37.606095,C-IV,September,43344.0,2018.0,2018.0,2018/19,0.053,,,,,,,36191.0,75154.0,,,,,,,,,,,,240487.0,0.948863636364,0.912720519963,591.0,8.0,0.375,0.0501,2605.0,644.0,3479.0,7727.0,9875713.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sutter,US-06101,-121.714735,39.02038,C-IV,September,43344.0,2018.0,2018.0,2018/19,0.054,,,,,,,5001.0,11295.0,,,,,,,,,,,,40692.0,0.983695652174,0.928104575163,137.0,78.0,0.449,0.1529,377.0,115.0,454.0,1024.0,1445333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tehama,US-06103,-122.6595518,40.125305,C-IV,September,43344.0,2018.0,2018.0,2018/19,0.047,,,,,,,4125.0,8724.0,,,,,,,,,,,,26664.0,0.906403940887,0.952702702703,136.0,78.0,0.449,0.1529,352.0,80.0,364.0,814.0,1103287.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinity,US-06105,-123.5069171,40.672495,C-IV,September,43344.0,2018.0,2018.0,2018/19,0.04,,,,,,,960.0,1655.0,,,,,,,,,,,,4721.0,1.0,0.96,31.0,78.0,0.449,0.1529,61.0,19.0,33.0,49.0,233081.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tulare,US-06107,-119.0889841,36.266965,CalWIN,September,43344.0,2018.0,2018.0,2018/19,0.079,,,,,,,49299.0,112819.0,,,,,,,,,,,,253798.0,0.966767371601,0.850591715976,225.0,15.0,0.333,0.0504,2469.0,237.0,7131.0,16986.0,14976597.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuolumne,US-06109,-120.0954221,38.03354,C-IV,September,43344.0,2018.0,2018.0,2018/19,0.039,,,,,,,2706.0,4651.0,,,,,,,,,,,,13578.0,0.977941176471,0.988372093023,56.0,78.0,0.449,0.1529,176.0,23.0,82.0,134.0,604889.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ventura,US-06111,-119.0838699,34.47326,CalWIN,September,43344.0,2018.0,2018.0,2018/19,0.037,,,,,,,33233.0,64134.0,,,,,,,,,,,,225430.0,0.985021398003,0.95867768595,398.0,17.0,0.353,0.0504,2640.0,674.0,5215.0,12408.0,8512004.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yolo,US-06113,-121.9008022,38.619495,CalWIN,September,43344.0,2018.0,2018.0,2018/19,0.035,,,,,,,9695.0,17417.0,,,,,,,,,,,,57674.0,0.883002207506,0.948863636364,308.0,78.0,0.449,0.1529,1429.0,768.0,709.0,1431.0,2364065.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuba,US-06115,-121.499162,39.278915,C-IV,September,43344.0,2018.0,2018.0,2018/19,0.055,,,,,,,6018.0,12752.0,,,,,,,,,,,,32115.0,0.981012658228,0.903361344538,61.0,78.0,0.449,0.1529,444.0,88.0,414.0,846.0,1685177.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Statewide,,,,,October,43374.0,2018.0,2019.0,2018/19,0.04,207996.0,1703648.0,1954.0,14705.0,209950.0,1718353.0,1928303.0,3870534.0,529793.0,3300857.0,3830650.0,6435.0,33449.0,39884.0,536228.0,3334306.0,519987215.94,4357878.17,524345094.11,13042968.0,0.981197343011,0.922970430585,38332.0,56.0,0.357,0.054,161946.0,68942.0,234210.0,506046.0,523962087.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alameda,US-06001,-121.7871814,37.680185,CalWIN,October,43374.0,2018.0,2019.0,2018/19,0.029,,,,,,,54429.0,99336.0,,,,,,,,,,,,426653.0,0.992361747632,0.99301242236,1628.0,2.0,0.0,0.0527,5743.0,2468.0,5334.0,10480.0,14061224.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alpine,US-06003,-120.0354892,38.6301005,C-IV,October,43374.0,2018.0,2019.0,2018/19,0.05,,,,,,,73.0,124.0,,,,,,,,,,,,313.0,1.0,0.5,1.0,9.0,0.556,0.0,9.0,0.0,2.0,*,15616.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amador,US-06005,-120.238969,38.46328,C-IV,October,43374.0,2018.0,2019.0,2018/19,0.036,,,,,,,1474.0,2589.0,,,,,,,,,,,,8008.0,0.978021978022,0.953846153846,25.0,9.0,0.556,0.0,139.0,27.0,29.0,45.0,343032.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Butte,US-06007,-121.5660076,39.723785,C-IV,October,43374.0,2018.0,2019.0,2018/19,0.042,,,,,,,16778.0,30174.0,,,,,,,,,,,,82077.0,0.835978835979,0.95015576324,943.0,9.0,0.556,0.0,2000.0,1129.0,735.0,1266.0,4096151.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calaveras,US-06009,-120.6039732,38.1711345,C-IV,October,43374.0,2018.0,2019.0,2018/19,0.037,,,,,,,2667.0,4682.0,,,,,,,,,,,,11775.0,0.928571428571,0.970149253731,37.0,9.0,0.556,0.0,159.0,27.0,48.0,84.0,616989.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colusa,US-06011,-122.4386143,39.169245,C-IV,October,43374.0,2018.0,2019.0,2018/19,0.081,,,,,,,639.0,1358.0,,,,,,,,,,,,9722.0,0.9,0.923076923077,45.0,9.0,0.556,0.0,80.0,21.0,89.0,201.0,164832.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,US-06013,-121.717604,37.888418,CalWIN,October,43374.0,2018.0,2019.0,2018/19,0.03,,,,,,,30154.0,58965.0,,,,,,,,,,,,265375.0,0.928143712575,0.990215264188,967.0,1.0,0.0,0.0,2710.0,1294.0,3687.0,7525.0,8219796.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Del Norte,US-06015,-123.719458,41.6908155,C-IV,October,43374.0,2018.0,2019.0,2018/19,0.051,,,,,,,2506.0,5259.0,,,,,,,,,,,,11776.0,1.0,0.906976744186,54.0,9.0,0.556,0.0,217.0,33.0,91.0,169.0,639653.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Dorado,US-06017,-120.4259625,38.78496,C-IV,October,43374.0,2018.0,2019.0,2018/19,0.034,,,,,,,6352.0,10800.0,,,,,,,,,,,,37291.0,0.984732824427,1.0,216.0,9.0,0.556,0.0,679.0,121.0,309.0,618.0,1448994.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fresno,US-06019,-120.862059,36.74633,CalWIN,October,43374.0,2018.0,2019.0,2018/19,0.063,,,,,,,90429.0,206798.0,,,,,,,,,,,,482291.0,0.94593039977,0.951585014409,897.0,3.0,1.0,0.0381,5345.0,2088.0,11257.0,25919.0,27466347.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenn,US-06021,-122.1147288,39.591764,C-IV,October,43374.0,2018.0,2019.0,2018/19,0.05,,,,,,,1481.0,3192.0,,,,,,,,,,,,12379.0,0.96875,0.934782608696,42.0,9.0,0.556,0.0,142.0,36.0,139.0,295.0,394744.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Humboldt,US-06023,-123.959972,40.73356,C-IV,October,43374.0,2018.0,2019.0,2018/19,0.032,,,,,,,11938.0,19675.0,,,,,,,,,,,,55038.0,0.993315508021,0.979047619048,538.0,9.0,0.556,0.0,1389.0,380.0,444.0,856.0,2722214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Imperial,US-06025,-115.058652,33.02615,C-IV,October,43374.0,2018.0,2019.0,2018/19,0.19,,,,,,,17062.0,40074.0,,,,,,,,,,,,94575.0,0.980769230769,0.931442080378,193.0,9.0,0.556,0.0,1057.0,126.0,828.0,1664.0,5070223.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inyo,US-06027,-117.7797286,36.626,C-IV,October,43374.0,2018.0,2019.0,2018/19,0.035,,,,,,,990.0,1836.0,,,,,,,,,,,,5404.0,1.0,0.96875,4.0,9.0,0.556,0.0,84.0,6.0,41.0,89.0,228172.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kern,US-06029,-118.4426011,35.29441,C-IV,October,43374.0,2018.0,2019.0,2018/19,0.066,,,,,,,66451.0,151430.0,,,,,,,,,,,,413789.0,0.990196078431,0.948135447921,1366.0,1.0,0.0,0.0185,5546.0,1794.0,8756.0,20339.0,19947157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kings,US-06031,-119.6135104,36.138775,C-IV,October,43374.0,2018.0,2019.0,2018/19,0.064,,,,,,,10358.0,22719.0,,,,,,,,,,,,58711.0,1.0,0.964187327824,155.0,9.0,0.556,0.0,818.0,142.0,1062.0,2583.0,2901876.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake,US-06033,-122.9624445,39.124455,C-IV,October,43374.0,2018.0,2019.0,2018/19,0.047,,,,,,,6247.0,11285.0,,,,,,,,,,,,32789.0,0.93661971831,0.901554404145,99.0,9.0,0.556,0.0,437.0,88.0,318.0,604.0,1505096.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lassen,US-06035,-120.2636913,40.446085,C-IV,October,43374.0,2018.0,2019.0,2018/19,0.037,,,,,,,1472.0,2870.0,,,,,,,,,,,,7893.0,0.944444444444,0.805970149254,36.0,9.0,0.556,0.0,128.0,24.0,86.0,172.0,395259.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles,US-06037,-117.9879672,34.26394,LRS,October,43374.0,2018.0,2019.0,2018/19,0.047,,,,,,,548833.0,1061135.0,,,,,,,,,,,,3892285.0,0.992532844916,0.909420289855,7349.0,14.0,0.214,0.0101,42277.0,23975.0,79367.0,166482.0,148754626.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madera,US-06039,-119.84174,37.27052,C-IV,October,43374.0,2018.0,2019.0,2018/19,0.059,,,,,,,10795.0,25849.0,,,,,,,,,,,,71057.0,0.992610837438,0.981684981685,95.0,9.0,0.556,0.0,678.0,61.0,2201.0,5509.0,3314229.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marin,US-06041,-122.870429,38.068145,C-IV,October,43374.0,2018.0,2019.0,2018/19,0.023,,,,,,,5929.0,9570.0,,,,,,,,,,,,44892.0,0.973333333333,0.89847715736,121.0,9.0,0.556,0.0,471.0,170.0,973.0,1785.0,1349681.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mariposa,US-06043,-119.6495595,37.543615,C-IV,October,43374.0,2018.0,2019.0,2018/19,0.044,,,,,,,1016.0,1822.0,,,,,,,,,,,,4874.0,1.0,0.9,18.0,9.0,0.556,0.0,83.0,14.0,19.0,*,238767.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mendocino,US-06045,-123.5709822,39.380655,C-IV,October,43374.0,2018.0,2019.0,2018/19,0.035,,,,,,,6040.0,11145.0,,,,,,,,,,,,42663.0,0.957605985037,0.807407407407,105.0,9.0,0.556,0.0,536.0,68.0,411.0,924.0,1548797.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merced,US-06047,-120.1246993,37.18687,C-IV,October,43374.0,2018.0,2019.0,2018/19,0.061,,,,,,,22423.0,50476.0,,,,,,,,,,,,133421.0,0.994252873563,0.967136150235,470.0,0.0,0.0,0.034,1709.0,344.0,2899.0,6765.0,6574264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modoc,US-06049,-120.1993372,41.590546,C-IV,October,43374.0,2018.0,2019.0,2018/19,0.053,,,,,,,596.0,1229.0,,,,,,,,,,,,3253.0,0.947368421053,0.961538461538,9.0,9.0,0.556,0.0,53.0,9.0,35.0,57.0,159037.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mono,US-06051,-118.7402371,38.0878955,C-IV,October,43374.0,2018.0,2019.0,2018/19,0.042,,,,,,,391.0,655.0,,,,,,,,,,,,3563.0,0.942857142857,0.916666666667,14.0,9.0,0.556,0.0,59.0,14.0,39.0,81.0,89568.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monterey,US-06053,-120.9044897,36.35433,C-IV,October,43374.0,2018.0,2019.0,2018/19,0.041,,,,,,,17257.0,37032.0,,,,,,,,,,,,184329.0,0.994219653179,0.965568862275,485.0,1.0,1.0,0.0508,2013.0,625.0,4358.0,10308.0,4627096.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Napa,US-06055,-122.5128064,38.509635,C-IV,October,43374.0,2018.0,2019.0,2018/19,0.026,,,,,,,2765.0,5402.0,,,,,,,,,,,,31089.0,0.96261682243,0.935064935065,108.0,9.0,0.556,0.0,256.0,61.0,496.0,1060.0,666998.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,US-06057,-120.3163119,39.266135,C-IV,October,43374.0,2018.0,2019.0,2018/19,0.033,,,,,,,4259.0,7234.0,,,,,,,,,,,,25731.0,0.930693069307,0.883116883117,155.0,9.0,0.556,0.0,431.0,160.0,110.0,192.0,982104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orange,US-06059,-117.8002615,33.66707,CalWIN,October,43374.0,2018.0,2019.0,2018/19,0.029,,,,,,,106965.0,211113.0,,,,,,,,,,,,869996.0,0.985068603713,0.991742720556,1802.0,3.0,0.333,0.0,8615.0,3626.0,19749.0,44091.0,28020547.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Placer,US-06061,-120.7858989,39.013999,CalWIN,October,43374.0,2018.0,2019.0,2018/19,0.031,,,,,,,8711.0,16488.0,,,,,,,,,,,,60298.0,0.983164983165,0.94930875576,263.0,9.0,0.556,0.0,717.0,374.0,492.0,1045.0,1855162.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plumas,US-06063,-121.1037321,40.0234855,C-IV,October,43374.0,2018.0,2019.0,2018/19,0.051,,,,,,,1082.0,1928.0,,,,,,,,,,,,6222.0,1.0,0.892857142857,18.0,9.0,0.556,0.0,119.0,28.0,36.0,60.0,255369.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,US-06065,-115.0250859,33.752845,C-IV,October,43374.0,2018.0,2019.0,2018/19,0.044,,,,,,,115157.0,248621.0,,,,,,,,,,,,833962.0,0.983044733045,0.820158102767,4012.0,3.0,0.0,0.0126,10645.0,3659.0,11297.0,26091.0,32937106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sacramento,US-06067,-121.1505311,38.383079,CalWIN,October,43374.0,2018.0,2019.0,2018/19,0.036,,,,,,,94345.0,194900.0,,,,,,,,,,,,535467.0,0.990498261877,0.937205651491,2130.0,3.0,0.333,0.0668,8713.0,3600.0,6778.0,13660.0,27126400.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Benito,US-06069,-121.2131455,36.5928495,C-IV,October,43374.0,2018.0,2019.0,2018/19,0.042,,,,,,,2103.0,4408.0,,,,,,,,,,,,18318.0,0.983606557377,1.0,24.0,9.0,0.556,0.0,188.0,48.0,241.0,591.0,573601.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Bernardino,US-06071,-116.6760973,34.840011,C-IV,October,43374.0,2018.0,2019.0,2018/19,0.039,,,,,,,154379.0,331726.0,,,,,,,,,,,,858015.0,0.992996307144,0.931280510702,2446.0,4.0,0.5,0.0386,12041.0,3590.0,15031.0,32674.0,44781740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Diego,US-06073,-116.693716,33.019645,CalWIN,October,43374.0,2018.0,2019.0,2018/19,0.033,,,,,,,133052.0,257701.0,,,,,,,,,,,,867707.0,0.979882525698,0.964874551971,4424.0,5.0,0.6,0.0481,13381.0,6811.0,11675.0,24335.0,33788058.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Francisco,US-06075,-122.4847727,37.759845,CalWIN,October,43374.0,2018.0,2019.0,2018/19,0.023,,,,,,,32651.0,47652.0,,,,,,,,,,,,209848.0,0.979649122807,0.894029850746,781.0,1.0,0.0,0.1432,3048.0,1260.0,2901.0,4818.0,6823610.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Joaquin,US-06077,-120.9449271,37.889845,C-IV,October,43374.0,2018.0,2019.0,2018/19,0.052,,,,,,,44760.0,97028.0,,,,,,,,,,,,292510.0,0.992443324937,0.920535011802,672.0,1.0,0.0,0.0311,3270.0,1227.0,5145.0,11269.0,12661252.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Luis Obispo,US-06079,-120.1080592,35.34633,CalWIN,October,43374.0,2018.0,2019.0,2018/19,0.028,,,,,,,8991.0,15278.0,,,,,,,,,,,,57611.0,0.977642276423,0.964,229.0,9.0,0.556,0.0,939.0,357.0,793.0,1736.0,2059628.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Mateo,US-06081,-122.2406398,37.407705,CalWIN,October,43374.0,2018.0,2019.0,2018/19,0.021,,,,,,,11887.0,22223.0,,,,,,,,,,,,142359.0,0.987152034261,0.922033898305,328.0,9.0,0.556,0.0,1128.0,447.0,2298.0,4675.0,2864840.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Barbara,US-06083,-120.0351675,34.743715,CalWIN,October,43374.0,2018.0,2019.0,2018/19,0.033,,,,,,,19470.0,36732.0,,,,,,,,,,,,147257.0,0.918846411804,0.742946708464,667.0,9.0,0.556,0.0,3218.0,2183.0,3517.0,8270.0,4912413.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Clara,US-06085,-121.6161794,37.18939,CalWIN,October,43374.0,2018.0,2019.0,2018/19,0.025,,,,,,,41144.0,77271.0,,,,,,,,,,,,400170.0,0.99486521181,0.978998384491,752.0,1.0,0.0,0.1251,3282.0,1244.0,6279.0,13051.0,10197236.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Cruz,US-06087,-122.0401593,37.06834,CalWIN,October,43374.0,2018.0,2019.0,2018/19,0.035,,,,,,,13707.0,23341.0,,,,,,,,,,,,75565.0,0.974926253687,0.985915492958,308.0,9.0,0.556,0.0,1298.0,709.0,1783.0,3823.0,3131696.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shasta,US-06089,-122.0883555,40.735175,C-IV,October,43374.0,2018.0,2019.0,2018/19,0.043,,,,,,,11900.0,21990.0,,,,,,,,,,,,62930.0,0.964885496183,0.949895615866,453.0,9.0,0.556,0.0,1231.0,289.0,479.0,789.0,2870782.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra,US-06091,-120.0617973,39.58418,C-IV,October,43374.0,2018.0,2019.0,2018/19,0.048,,,,,,,133.0,222.0,,,,,,,,,,,,804.0,1.0,0.8,0.0,9.0,0.556,0.0,7.0,0.0,0.0,0.0,27593.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siskiyou,US-06093,-122.5559892,41.5008525,C-IV,October,43374.0,2018.0,2019.0,2018/19,0.051,,,,,,,3145.0,6329.0,,,,,,,,,,,,18698.0,0.974025974026,0.903846153846,94.0,9.0,0.556,0.0,308.0,128.0,145.0,261.0,829429.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solano,US-06095,-121.6688337,38.2894915,CalWIN,October,43374.0,2018.0,2019.0,2018/19,0.036,,,,,,,20010.0,36766.0,,,,,,,,,,,,117807.0,0.978829389788,0.946169772257,363.0,1.0,0.0,0.0,1798.0,787.0,1668.0,3392.0,5094408.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sonoma,US-06097,-122.7518161,38.481733,CalWIN,October,43374.0,2018.0,2019.0,2018/19,0.025,,,,,,,15780.0,26919.0,,,,,,,,,,,,120182.0,0.97703180212,0.627272727273,4.0,9.0,0.556,0.0,1132.0,557.0,2162.0,4528.0,3529464.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stanislaus,US-06099,-120.8981857,37.606095,C-IV,October,43374.0,2018.0,2019.0,2018/19,0.054,,,,,,,35910.0,74432.0,,,,,,,,,,,,239823.0,0.938620315046,0.921711057304,703.0,1.0,0.0,0.0528,2942.0,703.0,3378.0,7491.0,9907121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sutter,US-06101,-121.714735,39.02038,C-IV,October,43374.0,2018.0,2019.0,2018/19,0.058,,,,,,,4974.0,11170.0,,,,,,,,,,,,40862.0,0.995260663507,0.948387096774,133.0,9.0,0.556,0.0,394.0,126.0,448.0,1010.0,1455259.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tehama,US-06103,-122.6595518,40.125305,C-IV,October,43374.0,2018.0,2019.0,2018/19,0.046,,,,,,,4171.0,8779.0,,,,,,,,,,,,26612.0,0.890756302521,0.964705882353,133.0,9.0,0.556,0.0,398.0,83.0,362.0,815.0,1116222.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinity,US-06105,-123.5069171,40.672495,C-IV,October,43374.0,2018.0,2019.0,2018/19,0.044,,,,,,,962.0,1651.0,,,,,,,,,,,,4690.0,1.0,1.0,23.0,9.0,0.556,0.0,80.0,27.0,33.0,48.0,237245.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
