"This data table captures monthly data on unemployment, CalFresh (federal) public assistance households, CalFresh non-assistance households, California Food Assistance Program public assistance households, California Food Assistance Program non-assistance households, the total number of all public assistance households, the total number of all non-public assistance households, CalFresh households, CalFresh persons, CalFresh public assistance persons, CalFresh non-assistance persons, the total number of CalFresh persons, California Food Assistance Program public assistance persons, California Food Assistance Program non-public assistance persons, the total number of California Food Assistance Program persons, CalFresh issuances, State issuances, total number of issuances, Medi-Cal enrollment, timeliness 30 day percentage, timeliness expedited percentage, negative error rate completed cases, negative error rate, active error rate, applications received, online applications received, child only household, and child only persons data. Note, certain cells are blank to meet de-identification guidelines. The data table begins in cell A2. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
County,FIPS,County Center X,County Center Y,Consortium,Month,Date,Calendar Year,Federal Fiscal Year,State Fiscal Year,Unemployment Monthly,Federal Public Assistance Households,Federal Non-Assistance Households,CFAP Public Assistance Households,CFAP Non-Assistance Households,All Public Assistance Households,All Non-Assistance Households,CalFresh Households,CalFresh Persons,Federal Pubic Assistance Persons,Federal Non Assistance Persons,All Federal Persons,CFAP Public Assistance Persons,CFAP Non Assistance Persons,All CFAP Persons,All Public Assistance Persons,All Non-Assistance Persons,Federal Issuances,State Issuances,Total Issuances,Medi-Cal Enrollement ,Timeliness 30 day Percentage,Timeliness Expedited Services Percentage  Monthly,Negative Error Rate on Completed Cases,Negative Error Rate,Active Error Rate,Applications Recevied,Online Applications Received,Child Only Households Monthly,Child Only Persons
San Joaquin,US-06077,-120.9449271,37.889845,C-IV,July,43282.0,2018.0,2018.0,2018/19,0.06,,,,,,,45270.0,98646.0,,,,,,,,,,,,293645.0,0.987564766839,0.907595927956,12.0,0.417,0.0343,3172.0,1136.0,5362.0,11741.0
San Luis Obispo,US-06079,-120.1080592,35.34633,CalWIN,July,43282.0,2018.0,2018.0,2018/19,0.031,,,,,,,9127.0,15607.0,,,,,,,,,,,,58368.0,0.997142857143,0.98353909465,59.0,0.508,0.1493,702.0,224.0,844.0,1826.0
San Mateo,US-06081,-122.2406398,37.407705,CalWIN,July,43282.0,2018.0,2018.0,2018/19,0.023,,,,,,,12256.0,23051.0,,,,,,,,,,,,144186.0,0.986547085202,0.931137724551,59.0,0.508,0.1493,1070.0,396.0,2457.0,4978.0
Santa Barbara,US-06083,-120.0351675,34.743715,CalWIN,July,43282.0,2018.0,2018.0,2018/19,0.038,,,,,,,19509.0,37327.0,,,,,,,,,,,,147628.0,0.946739130435,0.883895131086,59.0,0.508,0.1493,1885.0,991.0,3713.0,8713.0
Santa Clara,US-06085,-121.6161794,37.18939,CalWIN,July,43282.0,2018.0,2018.0,2018/19,0.027,,,,,,,42434.0,79764.0,,,,,,,,,,,,404097.0,0.9953145917,0.980633802817,12.0,0.833,0.0549,3130.0,932.0,6673.0,13893.0
Santa Cruz,US-06087,-122.0401593,37.06834,CalWIN,July,43282.0,2018.0,2018.0,2018/19,0.042,,,,,,,14085.0,24243.0,,,,,,,,,,,,76518.0,0.992307692308,0.987654320988,59.0,0.508,0.1493,773.0,327.0,1906.0,4100.0
Shasta,US-06089,-122.0883555,40.735175,C-IV,July,43282.0,2018.0,2018.0,2018/19,0.049,,,,,,,12089.0,22357.0,,,,,,,,,,,,63308.0,0.971171171171,0.943925233645,59.0,0.508,0.1493,1043.0,262.0,506.0,829.0
Sierra,US-06091,-120.0617973,39.58418,C-IV,July,43282.0,2018.0,2018.0,2018/19,0.054,,,,,,,135.0,226.0,,,,,,,,,,,,798.0,1.0,1.0,59.0,0.508,0.1493,9.0,3.0,1.0,*
Siskiyou,US-06093,-122.5559892,41.5008525,C-IV,July,43282.0,2018.0,2018.0,2018/19,0.057,,,,,,,3101.0,6228.0,,,,,,,,,,,,18749.0,0.973451327434,0.897435897436,59.0,0.508,0.1493,261.0,89.0,151.0,272.0
Solano,US-06095,-121.6688337,38.2894915,CalWIN,July,43282.0,2018.0,2018.0,2018/19,0.041,,,,,,,20109.0,36940.0,,,,,,,,,,,,118172.0,0.98041958042,0.939051918736,8.0,0.375,0.0313,1546.0,513.0,1724.0,3523.0
Sonoma,US-06097,-122.7518161,38.481733,CalWIN,July,43282.0,2018.0,2018.0,2018/19,0.028,,,,,,,16106.0,27643.0,,,,,,,,,,,,120618.0,0.974683544304,0.525896414343,59.0,0.508,0.1493,1053.0,483.0,2282.0,4799.0
Stanislaus,US-06099,-120.8981857,37.606095,C-IV,July,43282.0,2018.0,2018.0,2018/19,0.067,,,,,,,36797.0,76286.0,,,,,,,,,,,,241229.0,0.959607616849,0.902229845626,7.0,0.429,0.0532,2820.0,738.0,3614.0,8066.0
Sutter,US-06101,-121.714735,39.02038,C-IV,July,43282.0,2018.0,2018.0,2018/19,0.067,,,,,,,5043.0,11438.0,,,,,,,,,,,,41225.0,0.975124378109,0.918918918919,59.0,0.508,0.1493,404.0,127.0,487.0,1099.0
Tehama,US-06103,-122.6595518,40.125305,C-IV,July,43282.0,2018.0,2018.0,2018/19,0.061,,,,,,,4146.0,8812.0,,,,,,,,,,,,26962.0,0.945544554455,0.943396226415,59.0,0.508,0.1493,414.0,98.0,377.0,832.0
Trinity,US-06105,-123.5069171,40.672495,C-IV,July,43282.0,2018.0,2018.0,2018/19,0.046,,,,,,,967.0,1623.0,,,,,,,,,,,,4719.0,1.0,0.8125,59.0,0.508,0.1493,86.0,15.0,31.0,45.0
Tulare,US-06107,-119.0889841,36.266965,CalWIN,July,43282.0,2018.0,2018.0,2018/19,0.094,,,,,,,49611.0,113012.0,,,,,,,,,,,,254349.0,0.972652218782,0.882205513784,12.0,0.417,0.0547,2473.0,272.0,7163.0,17044.0
Tuolumne,US-06109,-120.0954221,38.03354,C-IV,July,43282.0,2018.0,2018.0,2018/19,0.044,,,,,,,2705.0,4641.0,,,,,,,,,,,,13572.0,0.992857142857,0.97,59.0,0.508,0.1493,215.0,10.0,81.0,134.0
Ventura,US-06111,-119.0838699,34.47326,CalWIN,July,43282.0,2018.0,2018.0,2018/19,0.039,,,,,,,33502.0,64370.0,,,,,,,,,,,,226117.0,0.994318181818,0.967113276492,13.0,0.385,0.0547,3088.0,690.0,5284.0,12468.0
Yolo,US-06113,-121.9008022,38.619495,CalWIN,July,43282.0,2018.0,2018.0,2018/19,0.041,,,,,,,9940.0,17717.0,,,,,,,,,,,,57705.0,0.851694915254,0.948863636364,59.0,0.508,0.1493,1059.0,355.0,714.0,1446.0
Yuba,US-06115,-121.499162,39.278915,C-IV,July,43282.0,2018.0,2018.0,2018/19,0.065,,,,,,,5986.0,12767.0,,,,,,,,,,,,32383.0,0.984756097561,0.92803030303,59.0,0.508,0.1493,485.0,81.0,420.0,869.0
Statewide,,,,,August,43313.0,2018.0,2018.0,2018/19,0.043,212095.0,1713469.0,1887.0,15789.0,213982.0,1729258.0,1943240.0,3913055.0,540811.0,3330844.0,3871655.0,6259.0,35141.0,41400.0,547070.0,3365985.0,521029257.11,4527228.0,525556485.11,13107279.0,0.982591491604,0.920207253886,645.0,0.547,0.0679,168117.0,65048.0,245332.0,520645.0
Alameda,US-06001,-121.7871814,37.680185,CalWIN,August,43313.0,2018.0,2018.0,2018/19,0.031,,,,,,,54766.0,100106.0,,,,,,,,,,,,427256.0,0.992440604752,0.9914268218,22.0,0.682,0.0412,6350.0,2650.0,6190.0,11988.0
Alpine,US-06003,-120.0354892,38.6301005,C-IV,August,43313.0,2018.0,2018.0,2018/19,0.053,,,,,,,69.0,118.0,,,,,,,,,,,,305.0,1.0,7,67.0,0.463,0.1318,3.0,0.0,4.0,*
Amador,US-06005,-120.238969,38.46328,C-IV,August,43313.0,2018.0,2018.0,2018/19,0.038,,,,,,,1505.0,2698.0,,,,,,,,,,,,8060.0,0.964285714286,0.980392156863,67.0,0.463,0.1318,153.0,30.0,39.0,69.0
Butte,US-06007,-121.5660076,39.723785,C-IV,August,43313.0,2018.0,2018.0,2018/19,0.047,,,,,,,16651.0,30414.0,,,,,,,,,,,,82262.0,0.936333699232,0.960641399417,67.0,0.463,0.1318,2329.0,1372.0,664.0,1153.0
Calaveras,US-06009,-120.6039732,38.1711345,C-IV,August,43313.0,2018.0,2018.0,2018/19,0.038,,,,,,,2734.0,4853.0,,,,,,,,,,,,11849.0,0.939597315436,0.969072164948,67.0,0.463,0.1318,191.0,34.0,50.0,88.0
Colusa,US-06011,-122.4386143,39.169245,C-IV,August,43313.0,2018.0,2018.0,2018/19,0.082,,,,,,,648.0,1374.0,,,,,,,,,,,,9680.0,1.0,0.862068965517,67.0,0.463,0.1318,96.0,20.0,101.0,224.0
Contra Costa,US-06013,-121.717604,37.888418,CalWIN,August,43313.0,2018.0,2018.0,2018/19,0.032,,,,,,,30372.0,59422.0,,,,,,,,,,,,265853.0,0.920608108108,0.978187919463,12.0,0.667,0.0204,2969.0,1467.0,4004.0,8084.0
Del Norte,US-06015,-123.719458,41.6908155,C-IV,August,43313.0,2018.0,2018.0,2018/19,0.053,,,,,,,2498.0,4913.0,,,,,,,,,,,,11894.0,0.990740740741,0.916666666667,67.0,0.463,0.1318,175.0,23.0,84.0,157.0
El Dorado,US-06017,-120.4259625,38.78496,C-IV,August,43313.0,2018.0,2018.0,2018/19,0.035,,,,,,,6435.0,11000.0,,,,,,,,,,,,37358.0,0.99716713881,0.985074626866,67.0,0.463,0.1318,650.0,140.0,311.0,622.0
Fresno,US-06019,-120.862059,36.74633,CalWIN,August,43313.0,2018.0,2018.0,2018/19,0.066,,,,,,,92393.0,211352.0,,,,,,,,,,,,483437.0,0.951219512195,0.882641921397,34.0,0.529,0.0439,5577.0,2269.0,11300.0,25322.0
Glenn,US-06021,-122.1147288,39.591764,C-IV,August,43313.0,2018.0,2018.0,2018/19,0.062,,,,,,,1518.0,3335.0,,,,,,,,,,,,12401.0,1.0,0.944444444444,67.0,0.463,0.1318,162.0,33.0,168.0,347.0
Humboldt,US-06023,-123.959972,40.73356,C-IV,August,43313.0,2018.0,2018.0,2018/19,0.036,,,,,,,11775.0,19438.0,,,,,,,,,,,,55293.0,0.986842105263,0.953722334004,67.0,0.463,0.1318,1458.0,356.0,444.0,855.0
Imperial,US-06025,-115.058652,33.02615,C-IV,August,43313.0,2018.0,2018.0,2018/19,0.203,,,,,,,16965.0,39952.0,,,,,,,,,,,,94784.0,0.99667036626,0.944341372913,67.0,0.463,0.1318,1297.0,171.0,780.0,1547.0
Inyo,US-06027,-117.7797286,36.626,C-IV,August,43313.0,2018.0,2018.0,2018/19,0.035,,,,,,,1018.0,1897.0,,,,,,,,,,,,5560.0,1.0,0.969696969697,67.0,0.463,0.1318,68.0,4.0,51.0,113.0
Kern,US-06029,-118.4426011,35.29441,C-IV,August,43313.0,2018.0,2018.0,2018/19,0.073,,,,,,,67241.0,153790.0,,,,,,,,,,,,417372.0,0.9921776432,0.916062571538,22.0,0.364,0.0205,6079.0,1857.0,8652.0,19893.0
Kings,US-06031,-119.6135104,36.138775,C-IV,August,43313.0,2018.0,2018.0,2018/19,0.067,,,,,,,10485.0,23126.0,,,,,,,,,,,,58741.0,1.0,0.977715877437,67.0,0.463,0.1318,882.0,162.0,1079.0,2530.0
Lake,US-06033,-122.9624445,39.124455,C-IV,August,43313.0,2018.0,2018.0,2018/19,0.047,,,,,,,6254.0,11371.0,,,,,,,,,,,,32931.0,0.9375,0.77868852459,67.0,0.463,0.1318,508.0,70.0,319.0,632.0
Lassen,US-06035,-120.2636913,40.446085,C-IV,August,43313.0,2018.0,2018.0,2018/19,0.044,,,,,,,1463.0,2897.0,,,,,,,,,,,,7911.0,0.923913043478,0.888888888889,67.0,0.463,0.1318,126.0,29.0,75.0,144.0
Los Angeles,US-06037,-117.9879672,34.26394,LRS,August,43313.0,2018.0,2018.0,2018/19,0.051,,,,,,,551618.0,1071511.0,,,,,,,,,,,,3912424.0,0.9919790318,0.907280188114,190.0,0.611,0.0882,45195.0,22258.0,80539.0,165868.0
Madera,US-06039,-119.84174,37.27052,C-IV,August,43313.0,2018.0,2018.0,2018/19,0.062,,,,,,,10990.0,26345.0,,,,,,,,,,,,70976.0,0.98861047836,0.982817869416,67.0,0.463,0.1318,691.0,10.0,2306.0,5505.0
Marin,US-06041,-122.870429,38.068145,C-IV,August,43313.0,2018.0,2018.0,2018/19,0.024,,,,,,,6001.0,9717.0,,,,,,,,,,,,45436.0,0.989864864865,0.954314720812,67.0,0.463,0.1318,503.0,167.0,1056.0,1901.0
Mariposa,US-06043,-119.6495595,37.543615,C-IV,August,43313.0,2018.0,2018.0,2018/19,0.049,,,,,,,1011.0,1815.0,,,,,,,,,,,,4857.0,1.0,0.923076923077,67.0,0.463,0.1318,104.0,13.0,15.0,29.0
Mendocino,US-06045,-123.5709822,39.380655,C-IV,August,43313.0,2018.0,2018.0,2018/19,0.036,,,,,,,6083.0,11217.0,,,,,,,,,,,,42545.0,0.93417721519,0.916666666667,67.0,0.463,0.1318,528.0,58.0,442.0,983.0
Merced,US-06047,-120.1246993,37.18687,C-IV,August,43313.0,2018.0,2018.0,2018/19,0.07,,,,,,,22639.0,51344.0,,,,,,,,,,,,134958.0,0.982346832814,0.964232488823,6.0,0.667,0.0261,1725.0,393.0,3010.0,6980.0
Modoc,US-06049,-120.1993372,41.590546,C-IV,August,43313.0,2018.0,2018.0,2018/19,0.059,,,,,,,596.0,1208.0,,,,,,,,,,,,3210.0,0.96,1.0,67.0,0.463,0.1318,39.0,6.0,28.0,49.0
Mono,US-06051,-118.7402371,38.0878955,C-IV,August,43313.0,2018.0,2018.0,2018/19,0.035,,,,,,,378.0,656.0,,,,,,,,,,,,3532.0,0.931034482759,1.0,67.0,0.463,0.1318,44.0,13.0,47.0,98.0
Monterey,US-06053,-120.9044897,36.35433,C-IV,August,43313.0,2018.0,2018.0,2018/19,0.043,,,,,,,18023.0,39031.0,,,,,,,,,,,,186622.0,0.994337485844,0.956087824351,8.0,0.25,0.0685,1684.0,512.0,5264.0,12065.0
Napa,US-06055,-122.5128064,38.509635,C-IV,August,43313.0,2018.0,2018.0,2018/19,0.028,,,,,,,2814.0,5517.0,,,,,,,,,,,,31607.0,0.979166666667,0.974358974359,67.0,0.463,0.1318,300.0,74.0,566.0,1202.0
Nevada,US-06057,-120.3163119,39.266135,C-IV,August,43313.0,2018.0,2018.0,2018/19,0.034,,,,,,,4214.0,7145.0,,,,,,,,,,,,25847.0,0.770114942529,0.867816091954,67.0,0.463,0.1318,394.0,128.0,103.0,184.0
Orange,US-06059,-117.8002615,33.66707,CalWIN,August,43313.0,2018.0,2018.0,2018/19,0.031,,,,,,,108255.0,213968.0,,,,,,,,,,,,873565.0,0.987977506302,0.997876857749,37.0,0.568,0.0766,8442.0,2928.0,21636.0,47122.0
Placer,US-06061,-120.7858989,39.013999,CalWIN,August,43313.0,2018.0,2018.0,2018/19,0.032,,,,,,,8578.0,14822.0,,,,,,,,,,,,60365.0,1.0,0.909090909091,67.0,0.463,0.1318,716.0,375.0,514.0,1076.0
Plumas,US-06063,-121.1037321,40.0234855,C-IV,August,43313.0,2018.0,2018.0,2018/19,0.053,,,,,,,1094.0,1982.0,,,,,,,,,,,,6240.0,0.987179487179,0.983050847458,67.0,0.463,0.1318,127.0,20.0,38.0,64.0
Riverside,US-06065,-115.0250859,33.752845,C-IV,August,43313.0,2018.0,2018.0,2018/19,0.047,,,,,,,115661.0,250923.0,,,,,,,,,,,,834404.0,0.985789821547,0.862650046168,32.0,0.594,0.0409,11631.0,3850.0,12119.0,27389.0
Sacramento,US-06067,-121.1505311,38.383079,CalWIN,August,43313.0,2018.0,2018.0,2018/19,0.039,,,,,,,94658.0,195718.0,,,,,,,,,,,,537026.0,0.99506387921,0.926618705036,36.0,0.583,0.0614,9163.0,3555.0,7015.0,14013.0
San Benito,US-06069,-121.2131455,36.5928495,C-IV,August,43313.0,2018.0,2018.0,2018/19,0.045,,,,,,,2100.0,4473.0,,,,,,,,,,,,18452.0,1.0,0.986301369863,67.0,0.463,0.1318,165.0,40.0,255.0,617.0
San Bernardino,US-06071,-116.6760973,34.840011,C-IV,August,43313.0,2018.0,2018.0,2018/19,0.042,,,,,,,155954.0,336316.0,,,,,,,,,,,,863779.0,0.992790357103,0.910767696909,40.0,0.45,0.0607,13211.0,3969.0,15853.0,33973.0
San Diego,US-06073,-116.693716,33.019645,CalWIN,August,43313.0,2018.0,2018.0,2018/19,0.034,,,,,,,132709.0,258231.0,,,,,,,,,,,,878226.0,0.979207180254,0.967565722089,56.0,0.607,0.0333,12881.0,6028.0,11709.0,24164.0
San Francisco,US-06075,-122.4847727,37.759845,CalWIN,August,43313.0,2018.0,2018.0,2018/19,0.024,,,,,,,32888.0,48189.0,,,,,,,,,,,,209861.0,0.985760517799,0.887267904509,11.0,0.455,0.0786,3202.0,1251.0,3272.0,5318.0
San Joaquin,US-06077,-120.9449271,37.889845,C-IV,August,43313.0,2018.0,2018.0,2018/19,0.056,,,,,,,45357.0,98671.0,,,,,,,,,,,,293551.0,0.98397737983,0.913626209978,14.0,0.357,0.0303,3476.0,1293.0,5509.0,11879.0
San Luis Obispo,US-06079,-120.1080592,35.34633,CalWIN,August,43313.0,2018.0,2018.0,2018/19,0.03,,,,,,,9024.0,15453.0,,,,,,,,,,,,57965.0,0.990147783251,0.983935742972,67.0,0.463,0.1318,861.0,247.0,898.0,1904.0
San Mateo,US-06081,-122.2406398,37.407705,CalWIN,August,43313.0,2018.0,2018.0,2018/19,0.023,,,,,,,12173.0,22898.0,,,,,,,,,,,,142994.0,0.994413407821,0.938511326861,67.0,0.463,0.1318,1210.0,403.0,2726.0,5385.0
Santa Barbara,US-06083,-120.0351675,34.743715,CalWIN,August,43313.0,2018.0,2018.0,2018/19,0.036,,,,,,,19317.0,36837.0,,,,,,,,,,,,147539.0,0.918348623853,0.829192546584,67.0,0.463,0.1318,2105.0,1051.0,3654.0,8416.0
Santa Clara,US-06085,-121.6161794,37.18939,CalWIN,August,43313.0,2018.0,2018.0,2018/19,0.026,,,,,,,42076.0,79047.0,,,,,,,,,,,,403113.0,0.99255441008,0.974182444062,13.0,0.846,0.0627,3307.0,1053.0,7403.0,15256.0
Santa Cruz,US-06087,-122.0401593,37.06834,CalWIN,August,43313.0,2018.0,2018.0,2018/19,0.039,,,,,,,13914.0,23956.0,,,,,,,,,,,,76182.0,0.979879275654,0.985436893204,67.0,0.463,0.1318,951.0,405.0,1954.0,4122.0
Shasta,US-06089,-122.0883555,40.735175,C-IV,August,43313.0,2018.0,2018.0,2018/19,0.047,,,,,,,12107.0,22498.0,,,,,,,,,,,,63430.0,0.98816101026,0.959266802444,67.0,0.463,0.1318,1333.0,333.0,456.0,741.0
Sierra,US-06091,-120.0617973,39.58418,C-IV,August,43313.0,2018.0,2018.0,2018/19,0.051,,,,,,,134.0,222.0,,,,,,,,,,,,801.0,1.0,1.0,67.0,0.463,0.1318,8.0,2.0,3.0,*
Siskiyou,US-06093,-122.5559892,41.5008525,C-IV,August,43313.0,2018.0,2018.0,2018/19,0.055,,,,,,,3123.0,6291.0,,,,,,,,,,,,18732.0,0.973684210526,0.895238095238,67.0,0.463,0.1318,313.0,127.0,132.0,248.0
Solano,US-06095,-121.6688337,38.2894915,CalWIN,August,43313.0,2018.0,2018.0,2018/19,0.039,,,,,,,20146.0,36916.0,,,,,,,,,,,,118128.0,0.989221556886,0.946391752577,9.0,0.333,0.0293,1687.0,598.0,1785.0,3597.0
Sonoma,US-06097,-122.7518161,38.481733,CalWIN,August,43313.0,2018.0,2018.0,2018/19,0.027,,,,,,,16099.0,27581.0,,,,,,,,,,,,120411.0,0.9696485623,0.886274509804,67.0,0.463,0.1318,1123.0,509.0,2411.0,5071.0
Stanislaus,US-06099,-120.8981857,37.606095,C-IV,August,43313.0,2018.0,2018.0,2018/19,0.059,,,,,,,36578.0,75934.0,,,,,,,,,,,,241215.0,0.930472569256,0.906146179402,7.0,0.429,0.0466,3068.0,822.0,3993.0,8705.0
Sutter,US-06101,-121.714735,39.02038,C-IV,August,43313.0,2018.0,2018.0,2018/19,0.058,,,,,,,5067.0,11483.0,,,,,,,,,,,,40799.0,0.978723404255,0.963541666667,67.0,0.463,0.1318,430.0,143.0,496.0,1122.0
Tehama,US-06103,-122.6595518,40.125305,C-IV,August,43313.0,2018.0,2018.0,2018/19,0.055,,,,,,,4135.0,8717.0,,,,,,,,,,,,26761.0,0.835820895522,0.950354609929,67.0,0.463,0.1318,416.0,85.0,365.0,787.0
Trinity,US-06105,-123.5069171,40.672495,C-IV,August,43313.0,2018.0,2018.0,2018/19,0.042,,,,,,,976.0,1646.0,,,,,,,,,,,,4725.0,0.941176470588,0.795454545455,67.0,0.463,0.1318,94.0,17.0,22.0,27.0
Tulare,US-06107,-119.0889841,36.266965,CalWIN,August,43313.0,2018.0,2018.0,2018/19,0.087,,,,,,,49734.0,113221.0,,,,,,,,,,,,254433.0,0.964145383104,0.894273127753,14.0,0.357,0.054,2595.0,369.0,6771.0,15962.0
Tuolumne,US-06109,-120.0954221,38.03354,C-IV,August,43313.0,2018.0,2018.0,2018/19,0.042,,,,,,,2691.0,4636.0,,,,,,,,,,,,13575.0,0.993506493506,0.981481481481,67.0,0.463,0.1318,283.0,9.0,78.0,126.0
Ventura,US-06111,-119.0838699,34.47326,CalWIN,August,43313.0,2018.0,2018.0,2018/19,0.039,,,,,,,33620.0,64436.0,,,,,,,,,,,,226159.0,0.99016930639,0.958829902492,15.0,0.4,0.0534,3240.0,713.0,5466.0,12651.0
Yolo,US-06113,-121.9008022,38.619495,CalWIN,August,43313.0,2018.0,2018.0,2018/19,0.039,,,,,,,9915.0,17671.0,,,,,,,,,,,,57735.0,0.840740740741,0.930693069307,67.0,0.463,0.1318,1262.0,437.0,721.0,1464.0
Yuba,US-06115,-121.499162,39.278915,C-IV,August,43313.0,2018.0,2018.0,2018/19,0.06,,,,,,,6000.0,12757.0,,,,,,,,,,,,32152.0,0.994520547945,0.926199261993,67.0,0.463,0.1318,537.0,97.0,387.0,807.0
Statewide,,,,,September,43344.0,2018.0,2018.0,2018/19,0.039,210002.0,1702077.0,1897.0,15434.0,211899.0,1717511.0,1929410.0,3887014.0,534720.0,3311371.0,3846091.0,6281.0,34642.0,40923.0,541001.0,3346013.0,515512682.96,4427462.96,519940145.92,13066197.0,0.982016895072,0.918027141989,719.0,0.52,0.0665,142426.0,59040.0,239326.0,516497.0
Alameda,US-06001,-121.7871814,37.680185,CalWIN,September,43344.0,2018.0,2018.0,2018/19,0.028,,,,,,,54088.0,99547.0,,,,,,,,,,,,427309.0,0.990291262136,0.990856192851,25.0,0.6,0.0379,5261.0,2350.0,5465.0,10781.0
Alpine,US-06003,-120.0354892,38.6301005,C-IV,September,43344.0,2018.0,2018.0,2018/19,0.049,,,,,,,67.0,114.0,,,,,,,,,,,,308.0,1.0,1.0,78.0,0.449,0.1529,2.0,0.0,2.0,*
Amador,US-06005,-120.238969,38.46328,C-IV,September,43344.0,2018.0,2018.0,2018/19,0.034,,,,,,,1479.0,2614.0,,,,,,,,,,,,8034.0,1.0,1.0,78.0,0.449,0.1529,122.0,23.0,33.0,56.0
Butte,US-06007,-121.5660076,39.723785,C-IV,September,43344.0,2018.0,2018.0,2018/19,0.041,,,,,,,16571.0,30060.0,,,,,,,,,,,,82107.0,0.921052631579,0.946735395189,78.0,0.449,0.1529,1945.0,1211.0,739.0,1269.0
Calaveras,US-06009,-120.6039732,38.1711345,C-IV,September,43344.0,2018.0,2018.0,2018/19,0.035,,,,,,,2697.0,4758.0,,,,,,,,,,,,11795.0,0.943925233645,0.926470588235,78.0,0.449,0.1529,161.0,38.0,53.0,93.0
Colusa,US-06011,-122.4386143,39.169245,C-IV,September,43344.0,2018.0,2018.0,2018/19,0.071,,,,,,,610.0,1306.0,,,,,,,,,,,,9708.0,0.909090909091,1.0,78.0,0.449,0.1529,71.0,24.0,89.0,201.0
Contra Costa,US-06013,-121.717604,37.888418,CalWIN,September,43344.0,2018.0,2018.0,2018/19,0.029,,,,,,,30072.0,59098.0,,,,,,,,,,,,265689.0,0.926118626431,0.976034858388,13.0,0.615,0.0251,2409.0,1211.0,3771.0,7683.0
Del Norte,US-06015,-123.719458,41.6908155,C-IV,September,43344.0,2018.0,2018.0,2018/19,0.048,,,,,,,2464.0,4845.0,,,,,,,,,,,,11838.0,1.0,0.922077922078,78.0,0.449,0.1529,176.0,24.0,97.0,176.0
El Dorado,US-06017,-120.4259625,38.78496,C-IV,September,43344.0,2018.0,2018.0,2018/19,0.032,,,,,,,6321.0,10767.0,,,,,,,,,,,,37335.0,0.99604743083,0.994791666667,78.0,0.449,0.1529,509.0,116.0,318.0,633.0
Fresno,US-06019,-120.862059,36.74633,CalWIN,September,43344.0,2018.0,2018.0,2018/19,0.059,,,,,,,91284.0,208864.0,,,,,,,,,,,,483171.0,0.964119124507,0.915637860082,37.0,0.514,0.0419,4430.0,1803.0,11400.0,26141.0
Glenn,US-06021,-122.1147288,39.591764,C-IV,September,43344.0,2018.0,2018.0,2018/19,0.053,,,,,,,1503.0,3263.0,,,,,,,,,,,,12435.0,0.966666666667,0.938775510204,78.0,0.449,0.1529,117.0,33.0,146.0,313.0
Humboldt,US-06023,-123.959972,40.73356,C-IV,September,43344.0,2018.0,2018.0,2018/19,0.031,,,,,,,11764.0,19455.0,,,,,,,,,,,,55042.0,0.982142857143,0.955082742317,78.0,0.449,0.1529,1264.0,353.0,441.0,848.0
Imperial,US-06025,-115.058652,33.02615,C-IV,September,43344.0,2018.0,2018.0,2018/19,0.193,,,,,,,16974.0,39951.0,,,,,,,,,,,,94615.0,0.987050359712,0.924137931034,78.0,0.449,0.1529,1060.0,154.0,838.0,1690.0
Inyo,US-06027,-117.7797286,36.626,C-IV,September,43344.0,2018.0,2018.0,2018/19,0.033,,,,,,,991.0,1843.0,,,,,,,,,,,,5420.0,1.0,0.961538461538,78.0,0.449,0.1529,58.0,1.0,46.0,95.0
Kern,US-06029,-118.4426011,35.29441,C-IV,September,43344.0,2018.0,2018.0,2018/19,0.066,,,,,,,66695.0,152773.0,,,,,,,,,,,,414877.0,0.983596214511,0.915042478761,24.0,0.333,0.0201,5050.0,1735.0,8926.0,20818.0
Kings,US-06031,-119.6135104,36.138775,C-IV,September,43344.0,2018.0,2018.0,2018/19,0.06,,,,,,,10379.0,22835.0,,,,,,,,,,,,58603.0,0.9975,0.972027972028,78.0,0.449,0.1529,675.0,132.0,1088.0,2641.0
Lake,US-06033,-122.9624445,39.124455,C-IV,September,43344.0,2018.0,2018.0,2018/19,0.043,,,,,,,6247.0,11319.0,,,,,,,,,,,,32894.0,0.915151515152,0.865671641791,78.0,0.449,0.1529,443.0,76.0,321.0,617.0
Lassen,US-06035,-120.2636913,40.446085,C-IV,September,43344.0,2018.0,2018.0,2018/19,0.038,,,,,,,1444.0,2892.0,,,,,,,,,,,,7940.0,0.981132075472,0.829268292683,78.0,0.449,0.1529,117.0,19.0,82.0,164.0
Los Angeles,US-06037,-117.9879672,34.26394,LRS,September,43344.0,2018.0,2018.0,2018/19,0.048,,,,,,,550057.0,1066428.0,,,,,,,,,,,,3899157.0,0.990548576379,0.90068081698,211.0,0.578,0.0776,36706.0,18711.0,81459.0,170006.0
Madera,US-06039,-119.84174,37.27052,C-IV,September,43344.0,2018.0,2018.0,2018/19,0.054,,,,,,,10844.0,25974.0,,,,,,,,,,,,70988.0,0.997159090909,0.977777777778,78.0,0.449,0.1529,541.0,61.0,2202.0,5497.0
Marin,US-06041,-122.870429,38.068145,C-IV,September,43344.0,2018.0,2018.0,2018/19,0.022,,,,,,,5905.0,9590.0,,,,,,,,,,,,45102.0,0.982832618026,0.909090909091,78.0,0.449,0.1529,414.0,146.0,978.0,1800.0
