county,consortium,month,year,federal_fiscal_year,state_fiscal_year,qtr_medical_rcv_calfresh_pct,qtr_calfresh_persons_rcv_medical,qtr_calfresh_persons_rcv_medical_pct,quarter,fulldate,ann_calfresh_hh_sfy_avg,ann_calfresh_hh_cy_avg,ann_calfresh_persons_sfy_avg,ann_calfresh_persons_cy_avg,ann_elderly,ann_children,ann_child_only_hh,ann_esl,ann_wic_calfresh_reachable,ann_calfresh_in_wic,ann_tot_pop,ann_elderly_over60,ann_children_under18,ann_tot_esl_over5,ann_tot_ssi_recipients,unemployment_pct,ann_calfresh_eligibles,mth_calfresh_hh,mth_calfresh_persons,mth_medical_enrollment,mth_timeliness_30d_pct,mth_timeliness_exp_pct,mth_negative_error_completed_cases,mth_negative_error_pct,mth_active_error_rate_pct,pri_est_frequency,calfresh_persons_cy_avg,calfresh_eligibles,five_yr_est_range,pri_us_census_est_pct,qtr_timeliness_exp_pct,qtr_30d_churn_reapps_pct,qtr_90d_churn_reapps_pct,qtr_30d_churn_recerts_pct,qtr_90d_churn_recerts_pct
California,n/a,FEB,2017,2017.0,2016/17,,,,1.0,2017-02-01,,,,,,,,,,,,,,,,,,2002341.0,4172617.0,13509580.0,0.979408738279,0.930178417324,421.0,0.406,0.0803,,,,,,,,,,
Alameda,CalWIN,FEB,2017,2017.0,2016/17,,,,1.0,2017-02-01,,,,,,,,,,,,,,,,,,57353.0,110176.0,437454.0,0.99511762095,0.991207034373,11.0,0.545,0.0569,,,,,,,,,,
Alpine,C-IV,FEB,2017,2017.0,2016/17,,,,1.0,2017-02-01,,,,,,,,,,,,,,,,,,85.0,143.0,342.0,1.0,0.5,38.0,0.263,0.1078,,,,,,,,,,
Amador,C-IV,FEB,2017,2017.0,2016/17,,,,1.0,2017-02-01,,,,,,,,,,,,,,,,,,1698.0,3153.0,8352.0,1.0,0.984615384615,38.0,0.263,0.1078,,,,,,,,,,
Butte,C-IV,FEB,2017,2017.0,2016/17,,,,1.0,2017-02-01,,,,,,,,,,,,,,,,,,16426.0,30825.0,83305.0,0.848084544254,0.918032786885,38.0,0.263,0.1078,,,,,,,,,,
Calaveras,C-IV,FEB,2017,2017.0,2016/17,,,,1.0,2017-02-01,,,,,,,,,,,,,,,,,,2828.0,5103.0,12428.0,0.945454545455,0.847619047619,38.0,0.263,0.1078,,,,,,,,,,
Colusa,C-IV,FEB,2017,2017.0,2016/17,,,,1.0,2017-02-01,,,,,,,,,,,,,,,,,,680.0,1609.0,9194.0,0.955555555556,0.925925925926,38.0,0.263,0.1078,,,,,,,,,,
Contra Costa,CalWIN,FEB,2017,2017.0,2016/17,,,,1.0,2017-02-01,,,,,,,,,,,,,,,,,,31455.0,63385.0,276421.0,0.971055088702,0.875,8.0,0.375,0.0636,,,,,,,,,,
Del Norte,C-IV,FEB,2017,2017.0,2016/17,,,,1.0,2017-02-01,,,,,,,,,,,,,,,,,,2548.0,5231.0,12036.0,0.990566037736,0.901234567901,38.0,0.263,0.1078,,,,,,,,,,
El Dorado,C-IV,FEB,2017,2017.0,2016/17,,,,1.0,2017-02-01,,,,,,,,,,,,,,,,,,6898.0,12324.0,39169.0,0.990881458967,0.987447698745,38.0,0.263,0.1078,,,,,,,,,,
Fresno,CalWIN,FEB,2017,2017.0,2016/17,,,,1.0,2017-02-01,,,,,,,,,,,,,,,,,,90749.0,211042.0,496545.0,0.956077630235,0.961979913917,20.0,0.55,0.0436,,,,,,,,,,
Glenn,C-IV,FEB,2017,2017.0,2016/17,,,,1.0,2017-02-01,,,,,,,,,,,,,,,,,,1533.0,3559.0,12605.0,0.971014492754,0.981481481481,38.0,0.263,0.1078,,,,,,,,,,
Humboldt,C-IV,FEB,2017,2017.0,2016/17,,,,1.0,2017-02-01,,,,,,,,,,,,,,,,,,12251.0,20676.0,56109.0,0.984924623116,0.980487804878,38.0,0.263,0.1078,,,,,,,,,,
Imperial,C-IV,FEB,2017,2017.0,2016/17,,,,1.0,2017-02-01,,,,,,,,,,,,,,,,,,17256.0,41932.0,95375.0,0.980707395498,0.931506849315,38.0,0.263,0.1078,,,,,,,,,,
Inyo,C-IV,FEB,2017,2017.0,2016/17,,,,1.0,2017-02-01,,,,,,,,,,,,,,,,,,1015.0,1911.0,5693.0,1.0,0.928571428571,38.0,0.263,0.1078,,,,,,,,,,
Kern,C-IV,FEB,2017,2017.0,2016/17,,,,1.0,2017-02-01,,,,,,,,,,,,,,,,,,69499.0,162214.0,416092.0,0.979569599564,0.910215300046,12.0,0.333,0.0309,,,,,,,,,,
Kings,C-IV,FEB,2017,2017.0,2016/17,,,,1.0,2017-02-01,,,,,,,,,,,,,,,,,,10755.0,24610.0,58170.0,0.992409867173,0.932907348243,38.0,0.263,0.1078,,,,,,,,,,
Lake,C-IV,FEB,2017,2017.0,2016/17,,,,1.0,2017-02-01,,,,,,,,,,,,,,,,,,6450.0,12153.0,32621.0,0.968421052632,0.928934010152,38.0,0.263,0.1078,,,,,,,,,,
Lassen,C-IV,FEB,2017,2017.0,2016/17,,,,1.0,2017-02-01,,,,,,,,,,,,,,,,,,1578.0,3100.0,8002.0,0.935483870968,0.840909090909,38.0,0.263,0.1078,,,,,,,,,,
Los Angeles,LRS,FEB,2017,2017.0,2016/17,,,,1.0,2017-02-01,,,,,,,,,,,,,,,,,,533693.0,1080363.0,4000638.0,0.983299357064,0.892602467911,156.0,0.474,0.1222,,,,,,,,,,
Madera,C-IV,FEB,2017,2017.0,2016/17,,,,1.0,2017-02-01,,,,,,,,,,,,,,,,,,11756.0,28700.0,70770.0,0.976635514019,0.947169811321,38.0,0.263,0.1078,,,,,,,,,,
Marin,C-IV,FEB,2017,2017.0,2016/17,,,,1.0,2017-02-01,,,,,,,,,,,,,,,,,,6014.0,10003.0,47434.0,0.977859778598,0.946524064171,38.0,0.263,0.1078,,,,,,,,,,
Mariposa,C-IV,FEB,2017,2017.0,2016/17,,,,1.0,2017-02-01,,,,,,,,,,,,,,,,,,1001.0,1817.0,4834.0,0.938775510204,0.333333333333,38.0,0.263,0.1078,,,,,,,,,,
Mendocino,C-IV,FEB,2017,2017.0,2016/17,,,,1.0,2017-02-01,,,,,,,,,,,,,,,,,,6203.0,11721.0,41442.0,0.910179640719,0.951020408163,38.0,0.263,0.1078,,,,,,,,,,
Merced,C-IV,FEB,2017,2017.0,2016/17,,,,1.0,2017-02-01,,,,,,,,,,,,,,,,,,23691.0,55195.0,140918.0,0.933695652174,0.961016949153,2.0,0.0,0.0235,,,,,,,,,,
Modoc,C-IV,FEB,2017,2017.0,2016/17,,,,1.0,2017-02-01,,,,,,,,,,,,,,,,,,538.0,1162.0,3217.0,0.96,1.0,38.0,0.263,0.1078,,,,,,,,,,
Mono,C-IV,FEB,2017,2017.0,2016/17,,,,1.0,2017-02-01,,,,,,,,,,,,,,,,,,451.0,744.0,3802.0,0.933333333333,0.909090909091,38.0,0.263,0.1078,,,,,,,,,,
Monterey,C-IV,FEB,2017,2017.0,2016/17,,,,1.0,2017-02-01,,,,,,,,,,,,,,,,,,23195.0,52008.0,186808.0,0.987431264729,0.962025316456,3.0,0.333,0.0163,,,,,,,,,,
Napa,C-IV,FEB,2017,2017.0,2016/17,,,,1.0,2017-02-01,,,,,,,,,,,,,,,,,,3315.0,6735.0,33052.0,0.93984962406,0.943181818182,38.0,0.263,0.1078,,,,,,,,,,
Nevada,C-IV,FEB,2017,2017.0,2016/17,,,,1.0,2017-02-01,,,,,,,,,,,,,,,,,,4130.0,7227.0,25080.0,0.846511627907,0.817610062893,38.0,0.263,0.1078,,,,,,,,,,
Orange,CalWIN,FEB,2017,2017.0,2016/17,,,,1.0,2017-02-01,,,,,,,,,,,,,,,,,,118186.0,242852.0,908982.0,0.990115321252,0.995428571429,23.0,0.435,0.0703,,,,,,,,,,
Placer,CalWIN,FEB,2017,2017.0,2016/17,,,,1.0,2017-02-01,,,,,,,,,,,,,,,,,,8696.0,16480.0,63780.0,1.0,0.965517241379,38.0,0.263,0.1078,,,,,,,,,,
Plumas,C-IV,FEB,2017,2017.0,2016/17,,,,1.0,2017-02-01,,,,,,,,,,,,,,,,,,1142.0,2113.0,6416.0,0.928571428571,0.903225806452,38.0,0.263,0.1078,,,,,,,,,,
Riverside,C-IV,FEB,2017,2017.0,2016/17,,,,1.0,2017-02-01,,,,,,,,,,,,,,,,,,123373.0,274276.0,848997.0,0.994483985765,0.946345065223,20.0,0.3,0.0355,,,,,,,,,,
Sacramento,CalWIN,FEB,2017,2017.0,2016/17,,,,1.0,2017-02-01,,,,,,,,,,,,,,,,,,98368.0,207853.0,561959.0,0.9906291834,0.993389423077,21.0,0.286,0.0615,,,,,,,,,,
San Benito,C-IV,FEB,2017,2017.0,2016/17,,,,1.0,2017-02-01,,,,,,,,,,,,,,,,,,2347.0,5300.0,19155.0,0.925619834711,0.918032786885,38.0,0.263,0.1078,,,,,,,,,,
San Bernardino,C-IV,FEB,2017,2017.0,2016/17,,,,1.0,2017-02-01,,,,,,,,,,,,,,,,,,168344.0,369588.0,891011.0,0.99307653575,0.948403860431,26.0,0.269,0.0382,,,,,,,,,,
San Diego,CalWIN,FEB,2017,2017.0,2016/17,,,,1.0,2017-02-01,,,,,,,,,,,,,,,,,,135077.0,274517.0,906980.0,0.976062445794,0.971078001753,32.0,0.469,0.0299,,,,,,,,,,
San Francisco,CalWIN,FEB,2017,2017.0,2016/17,,,,1.0,2017-02-01,,,,,,,,,,,,,,,,,,33824.0,51451.0,224866.0,0.975919732441,0.944687045124,6.0,0.333,0.0745,,,,,,,,,,
San Joaquin,C-IV,FEB,2017,2017.0,2016/17,,,,1.0,2017-02-01,,,,,,,,,,,,,,,,,,49341.0,110677.0,301096.0,0.980610761028,0.922451994092,7.0,0.143,0.0226,,,,,,,,,,
San Luis Obispo,CalWIN,FEB,2017,2017.0,2016/17,,,,1.0,2017-02-01,,,,,,,,,,,,,,,,,,9617.0,17303.0,62022.0,0.986945169713,0.987234042553,38.0,0.263,0.1078,,,,,,,,,,
San Mateo,CalWIN,FEB,2017,2017.0,2016/17,,,,1.0,2017-02-01,,,,,,,,,,,,,,,,,,14079.0,27211.0,154254.0,0.983576642336,0.90273556231,38.0,0.263,0.1078,,,,,,,,,,
Santa Barbara,CalWIN,FEB,2017,2017.0,2016/17,,,,1.0,2017-02-01,,,,,,,,,,,,,,,,,,19181.0,39916.0,148430.0,0.949101796407,0.912587412587,38.0,0.263,0.1078,,,,,,,,,,
Santa Clara,CalWIN,FEB,2017,2017.0,2016/17,,,,1.0,2017-02-01,,,,,,,,,,,,,,,,,,48890.0,95926.0,442877.0,0.986629134412,0.982222222222,9.0,0.333,0.0481,,,,,,,,,,
Santa Cruz,CalWIN,FEB,2017,2017.0,2016/17,,,,1.0,2017-02-01,,,,,,,,,,,,,,,,,,14830.0,27079.0,79974.0,0.969018932874,0.969162995595,38.0,0.263,0.1078,,,,,,,,,,
Shasta,C-IV,FEB,2017,2017.0,2016/17,,,,1.0,2017-02-01,,,,,,,,,,,,,,,,,,12450.0,23480.0,64334.0,0.942857142857,0.979020979021,38.0,0.263,0.1078,,,,,,,,,,
Sierra,C-IV,FEB,2017,2017.0,2016/17,,,,1.0,2017-02-01,,,,,,,,,,,,,,,,,,165.0,282.0,857.0,1.0,1.0,38.0,0.263,0.1078,,,,,,,,,,
Siskiyou,C-IV,FEB,2017,2017.0,2016/17,,,,1.0,2017-02-01,,,,,,,,,,,,,,,,,,3148.0,6664.0,19093.0,0.95,0.821782178218,38.0,0.263,0.1078,,,,,,,,,,
Solano,CalWIN,FEB,2017,2017.0,2016/17,,,,1.0,2017-02-01,,,,,,,,,,,,,,,,,,21149.0,40026.0,124562.0,0.972762645914,0.975975975976,5.0,0.6,0.0074,,,,,,,,,,
Sonoma,CalWIN,FEB,2017,2017.0,2016/17,,,,1.0,2017-02-01,,,,,,,,,,,,,,,,,,17390.0,31056.0,129843.0,0.948430493274,0.716049382716,38.0,0.263,0.1078,,,,,,,,,,
Stanislaus,C-IV,FEB,2017,2017.0,2016/17,,,,1.0,2017-02-01,,,,,,,,,,,,,,,,,,40049.0,84462.0,250061.0,0.965349214943,0.930359937402,5.0,0.8,0.0321,,,,,,,,,,
Sutter,C-IV,FEB,2017,2017.0,2016/17,,,,1.0,2017-02-01,,,,,,,,,,,,,,,,,,5599.0,12877.0,42846.0,0.995145631068,0.911392405063,38.0,0.263,0.1078,,,,,,,,,,
Tehama,C-IV,FEB,2017,2017.0,2016/17,,,,1.0,2017-02-01,,,,,,,,,,,,,,,,,,4300.0,9316.0,27383.0,0.882629107981,0.945205479452,38.0,0.263,0.1078,,,,,,,,,,
Trinity,C-IV,FEB,2017,2017.0,2016/17,,,,1.0,2017-02-01,,,,,,,,,,,,,,,,,,971.0,1701.0,5002.0,0.980769230769,0.666666666667,38.0,0.263,0.1078,,,,,,,,,,
Tulare,CalWIN,FEB,2017,2017.0,2016/17,,,,1.0,2017-02-01,,,,,,,,,,,,,,,,,,51786.0,121167.0,259012.0,0.978016085791,0.938416422287,9.0,0.333,0.0376,,,,,,,,,,
Tuolumne,C-IV,FEB,2017,2017.0,2016/17,,,,1.0,2017-02-01,,,,,,,,,,,,,,,,,,2969.0,5218.0,14260.0,0.977272727273,0.988888888889,38.0,0.263,0.1078,,,,,,,,,,
Ventura,CalWIN,FEB,2017,2017.0,2016/17,,,,1.0,2017-02-01,,,,,,,,,,,,,,,,,,36121.0,72777.0,240805.0,0.989942528736,0.971671388102,8.0,0.25,0.0608,,,,,,,,,,
Yolo,CalWIN,FEB,2017,2017.0,2016/17,,,,1.0,2017-02-01,,,,,,,,,,,,,,,,,,10008.0,19496.0,59967.0,0.905829596413,0.962441314554,38.0,0.263,0.1078,,,,,,,,,,
Yuba,C-IV,FEB,2017,2017.0,2016/17,,,,1.0,2017-02-01,,,,,,,,,,,,,,,,,,5897.0,12732.0,32848.0,0.99649122807,0.894514767932,38.0,0.263,0.1078,,,,,,,,,,
California,n/a,MAR,2017,2017.0,2016/17,,,,1.0,2017-03-01,,,,,,,,,,,,,,,,,,2009378.0,4163868.0,13490894.0,0.980481986802,0.942388926605,504.0,0.395,0.073,,,,,,,,,,
Alameda,CalWIN,MAR,2017,2017.0,2016/17,,,,1.0,2017-03-01,,,,,,,,,,,,,,,,,,57764.0,109769.0,439615.0,0.994544037412,0.988903394256,13.0,0.538,0.0473,,,,,,,,,,
Alpine,C-IV,MAR,2017,2017.0,2016/17,,,,1.0,2017-03-01,,,,,,,,,,,,,,,,,,87.0,146.0,340.0,1.0,0.666666666667,44.0,0.273,0.1,,,,,,,,,,
Amador,C-IV,MAR,2017,2017.0,2016/17,,,,1.0,2017-03-01,,,,,,,,,,,,,,,,,,1705.0,3129.0,8383.0,0.9625,0.964285714286,44.0,0.273,0.1,,,,,,,,,,
Butte,C-IV,MAR,2017,2017.0,2016/17,,,,1.0,2017-03-01,,,,,,,,,,,,,,,,,,16664.0,31098.0,83163.0,0.838443396226,0.943048576214,44.0,0.273,0.1,,,,,,,,,,
Calaveras,C-IV,MAR,2017,2017.0,2016/17,,,,1.0,2017-03-01,,,,,,,,,,,,,,,,,,2825.0,5097.0,12360.0,0.977777777778,0.933333333333,44.0,0.273,0.1,,,,,,,,,,
Colusa,C-IV,MAR,2017,2017.0,2016/17,,,,1.0,2017-03-01,,,,,,,,,,,,,,,,,,693.0,1638.0,9225.0,1.0,1.0,44.0,0.273,0.1,,,,,,,,,,
Contra Costa,CalWIN,MAR,2017,2017.0,2016/17,,,,1.0,2017-03-01,,,,,,,,,,,,,,,,,,31637.0,63174.0,275511.0,0.972172351885,0.97880539499,10.0,0.3,0.069,,,,,,,,,,
Del Norte,C-IV,MAR,2017,2017.0,2016/17,,,,1.0,2017-03-01,,,,,,,,,,,,,,,,,,2544.0,5224.0,11968.0,0.988372093023,0.934426229508,44.0,0.273,0.1,,,,,,,,,,
El Dorado,C-IV,MAR,2017,2017.0,2016/17,,,,1.0,2017-03-01,,,,,,,,,,,,,,,,,,6936.0,12339.0,39148.0,0.991501416431,0.992337164751,44.0,0.273,0.1,,,,,,,,,,
Fresno,CalWIN,MAR,2017,2017.0,2016/17,,,,1.0,2017-03-01,,,,,,,,,,,,,,,,,,90287.0,209659.0,496676.0,0.950210378682,0.971291866029,24.0,0.5,0.0408,,,,,,,,,,
Glenn,C-IV,MAR,2017,2017.0,2016/17,,,,1.0,2017-03-01,,,,,,,,,,,,,,,,,,1541.0,3549.0,12583.0,0.972222222222,0.961538461538,44.0,0.273,0.1,,,,,,,,,,
Humboldt,C-IV,MAR,2017,2017.0,2016/17,,,,1.0,2017-03-01,,,,,,,,,,,,,,,,,,12286.0,20701.0,56249.0,0.993355481728,0.988399071926,44.0,0.273,0.1,,,,,,,,,,
Imperial,C-IV,MAR,2017,2017.0,2016/17,,,,1.0,2017-03-01,,,,,,,,,,,,,,,,,,17252.0,41719.0,95197.0,0.980994152047,0.937799043062,44.0,0.273,0.1,,,,,,,,,,
Inyo,C-IV,MAR,2017,2017.0,2016/17,,,,1.0,2017-03-01,,,,,,,,,,,,,,,,,,1020.0,1922.0,5700.0,1.0,0.882352941176,44.0,0.273,0.1,,,,,,,,,,
Kern,C-IV,MAR,2017,2017.0,2016/17,,,,1.0,2017-03-01,,,,,,,,,,,,,,,,,,69686.0,162134.0,416182.0,0.988222097588,0.943637164245,13.0,0.308,0.0245,,,,,,,,,,
Kings,C-IV,MAR,2017,2017.0,2016/17,,,,1.0,2017-03-01,,,,,,,,,,,,,,,,,,10818.0,24644.0,58122.0,1.0,0.963687150838,44.0,0.273,0.1,,,,,,,,,,
Lake,C-IV,MAR,2017,2017.0,2016/17,,,,1.0,2017-03-01,,,,,,,,,,,,,,,,,,6452.0,12118.0,32691.0,0.943573667712,0.919282511211,44.0,0.273,0.1,,,,,,,,,,
Lassen,C-IV,MAR,2017,2017.0,2016/17,,,,1.0,2017-03-01,,,,,,,,,,,,,,,,,,1573.0,3083.0,8022.0,0.915492957746,0.891304347826,44.0,0.273,0.1,,,,,,,,,,
Los Angeles,LRS,MAR,2017,2017.0,2016/17,,,,1.0,2017-03-01,,,,,,,,,,,,,,,,,,535925.0,1079610.0,3999699.0,0.985551954391,0.90651959576,189.0,0.444,0.1155,,,,,,,,,,
Madera,C-IV,MAR,2017,2017.0,2016/17,,,,1.0,2017-03-01,,,,,,,,,,,,,,,,,,11796.0,28673.0,70968.0,0.997506234414,0.954887218045,44.0,0.273,0.1,,,,,,,,,,
Marin,C-IV,MAR,2017,2017.0,2016/17,,,,1.0,2017-03-01,,,,,,,,,,,,,,,,,,5991.0,9913.0,47571.0,0.980830670927,0.938679245283,44.0,0.273,0.1,,,,,,,,,,
Mariposa,C-IV,MAR,2017,2017.0,2016/17,,,,1.0,2017-03-01,,,,,,,,,,,,,,,,,,1007.0,1833.0,4809.0,0.860465116279,0.6,44.0,0.273,0.1,,,,,,,,,,
Mendocino,C-IV,MAR,2017,2017.0,2016/17,,,,1.0,2017-03-01,,,,,,,,,,,,,,,,,,6272.0,11853.0,41642.0,0.924083769634,0.939271255061,44.0,0.273,0.1,,,,,,,,,,
Merced,C-IV,MAR,2017,2017.0,2016/17,,,,1.0,2017-03-01,,,,,,,,,,,,,,,,,,23896.0,55480.0,140547.0,0.966990291262,0.97667638484,3.0,0.0,0.0207,,,,,,,,,,
Modoc,C-IV,MAR,2017,2017.0,2016/17,,,,1.0,2017-03-01,,,,,,,,,,,,,,,,,,554.0,1186.0,3198.0,0.933333333333,1.0,44.0,0.273,0.1,,,,,,,,,,
Mono,C-IV,MAR,2017,2017.0,2016/17,,,,1.0,2017-03-01,,,,,,,,,,,,,,,,,,440.0,714.0,3822.0,1.0,0.9375,44.0,0.273,0.1,,,,,,,,,,
Monterey,C-IV,MAR,2017,2017.0,2016/17,,,,1.0,2017-03-01,,,,,,,,,,,,,,,,,,23451.0,52475.0,187032.0,0.997940267765,0.978456014363,3.0,0.333,0.0171,,,,,,,,,,
Napa,C-IV,MAR,2017,2017.0,2016/17,,,,1.0,2017-03-01,,,,,,,,,,,,,,,,,,3337.0,6744.0,32979.0,0.980519480519,0.930693069307,44.0,0.273,0.1,,,,,,,,,,
Nevada,C-IV,MAR,2017,2017.0,2016/17,,,,1.0,2017-03-01,,,,,,,,,,,,,,,,,,4169.0,7247.0,25001.0,0.804081632653,0.824175824176,44.0,0.273,0.1,,,,,,,,,,
Orange,CalWIN,MAR,2017,2017.0,2016/17,,,,1.0,2017-03-01,,,,,,,,,,,,,,,,,,118158.0,240771.0,906789.0,0.989984759417,0.995794392523,28.0,0.429,0.0649,,,,,,,,,,
Placer,CalWIN,MAR,2017,2017.0,2016/17,,,,1.0,2017-03-01,,,,,,,,,,,,,,,,,,8850.0,16472.0,63583.0,1.0,0.928205128205,44.0,0.273,0.1,,,,,,,,,,
Plumas,C-IV,MAR,2017,2017.0,2016/17,,,,1.0,2017-03-01,,,,,,,,,,,,,,,,,,1170.0,2050.0,6463.0,0.983870967742,0.923076923077,44.0,0.273,0.1,,,,,,,,,,
Riverside,C-IV,MAR,2017,2017.0,2016/17,,,,1.0,2017-03-01,,,,,,,,,,,,,,,,,,123262.0,273018.0,846035.0,0.992620559465,0.952063256733,24.0,0.292,0.0464,,,,,,,,,,
Sacramento,CalWIN,MAR,2017,2017.0,2016/17,,,,1.0,2017-03-01,,,,,,,,,,,,,,,,,,99506.0,208592.0,562070.0,0.987720644666,0.994452849218,25.0,0.4,0.0506,,,,,,,,,,
San Benito,C-IV,MAR,2017,2017.0,2016/17,,,,1.0,2017-03-01,,,,,,,,,,,,,,,,,,2356.0,5280.0,19144.0,1.0,0.939393939394,44.0,0.273,0.1,,,,,,,,,,
San Bernardino,C-IV,MAR,2017,2017.0,2016/17,,,,1.0,2017-03-01,,,,,,,,,,,,,,,,,,168437.0,367853.0,888493.0,0.992630452871,0.958649207443,31.0,0.29,0.0322,,,,,,,,,,
San Diego,CalWIN,MAR,2017,2017.0,2016/17,,,,1.0,2017-03-01,,,,,,,,,,,,,,,,,,135446.0,273084.0,902639.0,0.979880202734,0.969284603421,39.0,0.436,0.0248,,,,,,,,,,
San Francisco,CalWIN,MAR,2017,2017.0,2016/17,,,,1.0,2017-03-01,,,,,,,,,,,,,,,,,,34044.0,51149.0,224016.0,0.980769230769,0.932668329177,7.0,0.286,0.0851,,,,,,,,,,
San Joaquin,C-IV,MAR,2017,2017.0,2016/17,,,,1.0,2017-03-01,,,,,,,,,,,,,,,,,,49259.0,109785.0,300430.0,0.978973105134,0.932880844646,9.0,0.111,0.0203,,,,,,,,,,
San Luis Obispo,CalWIN,MAR,2017,2017.0,2016/17,,,,1.0,2017-03-01,,,,,,,,,,,,,,,,,,9694.0,17352.0,61676.0,0.980815347722,0.98347107438,44.0,0.273,0.1,,,,,,,,,,
San Mateo,CalWIN,MAR,2017,2017.0,2016/17,,,,1.0,2017-03-01,,,,,,,,,,,,,,,,,,14027.0,27063.0,153697.0,0.979274611399,0.90273556231,44.0,0.273,0.1,,,,,,,,,,
Santa Barbara,CalWIN,MAR,2017,2017.0,2016/17,,,,1.0,2017-03-01,,,,,,,,,,,,,,,,,,19502.0,40275.0,148466.0,0.962360122075,0.934131736527,44.0,0.273,0.1,,,,,,,,,,
Santa Clara,CalWIN,MAR,2017,2017.0,2016/17,,,,1.0,2017-03-01,,,,,,,,,,,,,,,,,,48704.0,95162.0,440667.0,0.979857819905,0.994633273703,11.0,0.455,0.0427,,,,,,,,,,
Santa Cruz,CalWIN,MAR,2017,2017.0,2016/17,,,,1.0,2017-03-01,,,,,,,,,,,,,,,,,,14939.0,27177.0,79509.0,0.972835314092,0.995412844037,44.0,0.273,0.1,,,,,,,,,,
Shasta,C-IV,MAR,2017,2017.0,2016/17,,,,1.0,2017-03-01,,,,,,,,,,,,,,,,,,12572.0,23564.0,64334.0,0.942222222222,0.969008264463,44.0,0.273,0.1,,,,,,,,,,
Sierra,C-IV,MAR,2017,2017.0,2016/17,,,,1.0,2017-03-01,,,,,,,,,,,,,,,,,,165.0,284.0,857.0,1.0,1.0,44.0,0.273,0.1,,,,,,,,,,
Siskiyou,C-IV,MAR,2017,2017.0,2016/17,,,,1.0,2017-03-01,,,,,,,,,,,,,,,,,,3166.0,6659.0,19095.0,0.952,0.873684210526,44.0,0.273,0.1,,,,,,,,,,
Solano,CalWIN,MAR,2017,2017.0,2016/17,,,,1.0,2017-03-01,,,,,,,,,,,,,,,,,,21384.0,40235.0,124220.0,0.969400244798,0.970149253731,6.0,0.5,0.0061,,,,,,,,,,
Sonoma,CalWIN,MAR,2017,2017.0,2016/17,,,,1.0,2017-03-01,,,,,,,,,,,,,,,,,,17574.0,31052.0,129587.0,0.950690335306,0.845965770171,44.0,0.273,0.1,,,,,,,,,,
Stanislaus,C-IV,MAR,2017,2017.0,2016/17,,,,1.0,2017-03-01,,,,,,,,,,,,,,,,,,40126.0,84285.0,250148.0,0.95390070922,0.932785660941,6.0,0.667,0.0607,,,,,,,,,,
Sutter,C-IV,MAR,2017,2017.0,2016/17,,,,1.0,2017-03-01,,,,,,,,,,,,,,,,,,5693.0,13063.0,42996.0,0.954356846473,0.891304347826,44.0,0.273,0.1,,,,,,,,,,
Tehama,C-IV,MAR,2017,2017.0,2016/17,,,,1.0,2017-03-01,,,,,,,,,,,,,,,,,,4344.0,9368.0,27392.0,0.941176470588,0.927710843373,44.0,0.273,0.1,,,,,,,,,,
Trinity,C-IV,MAR,2017,2017.0,2016/17,,,,1.0,2017-03-01,,,,,,,,,,,,,,,,,,964.0,1703.0,4974.0,0.920634920635,0.520833333333,44.0,0.273,0.1,,,,,,,,,,
Tulare,CalWIN,MAR,2017,2017.0,2016/17,,,,1.0,2017-03-01,,,,,,,,,,,,,,,,,,52114.0,121374.0,258497.0,0.983942414175,0.950201884253,10.0,0.4,0.0368,,,,,,,,,,
Tuolumne,C-IV,MAR,2017,2017.0,2016/17,,,,1.0,2017-03-01,,,,,,,,,,,,,,,,,,2959.0,5187.0,14309.0,0.960264900662,0.990196078431,44.0,0.273,0.1,,,,,,,,,,
Ventura,CalWIN,MAR,2017,2017.0,2016/17,,,,1.0,2017-03-01,,,,,,,,,,,,,,,,,,36304.0,72699.0,239478.0,0.987377279102,0.959537572254,9.0,0.222,0.0627,,,,,,,,,,
Yolo,CalWIN,MAR,2017,2017.0,2016/17,,,,1.0,2017-03-01,,,,,,,,,,,,,,,,,,10119.0,19606.0,59956.0,0.906066536204,0.944680851064,44.0,0.273,0.1,,,,,,,,,,
Yuba,C-IV,MAR,2017,2017.0,2016/17,,,,1.0,2017-03-01,,,,,,,,,,,,,,,,,,5932.0,12835.0,32971.0,0.993442622951,0.983935742972,44.0,0.273,0.1,,,,,,,,,,
California,n/a,MAY,2017,2017.0,2016/17,,,,2.0,2017-05-01,,,,,,,,,,,,,,,,,,1987219.0,4104105.0,13415404.0,0.987035683282,0.94105784743,659.0,0.39,0.0686,,,,,,,,,,
Alameda,CalWIN,MAY,2017,2017.0,2016/17,,,,2.0,2017-05-01,,,,,,,,,,,,,,,,,,57144.0,107958.0,434314.0,\N,\N,17.0,0.471,0.0382,,,,,,,,,,
Alpine,C-IV,MAY,2017,2017.0,2016/17,,,,2.0,2017-05-01,,,,,,,,,,,,,,,,,,79.0,143.0,329.0,1.0,1.0,62.0,0.323,0.0802,,,,,,,,,,
Amador,C-IV,MAY,2017,2017.0,2016/17,,,,2.0,2017-05-01,,,,,,,,,,,,,,,,,,1667.0,3047.0,8228.0,0.975308641975,0.962264150943,62.0,0.323,0.0802,,,,,,,,,,
Butte,C-IV,MAY,2017,2017.0,2016/17,,,,2.0,2017-05-01,,,,,,,,,,,,,,,,,,16759.0,31054.0,83040.0,0.922588832487,0.954296160878,62.0,0.323,0.0802,,,,,,,,,,
