county,num_hh_pub_asst_fed,num_hh_pub_asst_fed_st,num_hh_pub_asst_st,num_hh_nonpub_asst_fed,num_hh_nonpub_asst_fed_st,num_hh_nonpub_asst_st,num_hh_both_fed,num_hh_both_fed_st,num_hh_both_st,num_pers_fedonly_pub_asst,num_pers_fedonly_nonpub_asst,num_pers_fedonly_both,num_pers_fed_st_pub_asst_fed,num_pers_fed_st_pub_asst_st,num_pers_fed_st_nonpub_asst_fed,num_pers_fed_st_nonpub_asst_st,num_pers_fed_st_both_fed,num_pers_fed_st_both_st,num_pers_stonly_pub_asst,num_pers_stonly_nonpub_asst,num_pers_stonly_both,issuances_mail_ebt,issuances_contract_otc,issuances_other_otc,issuances_total,val_issuances_fed_only,val_issuances_fed_st_fed,val_issuances_fed_st_st,val_issuences_st_only,val_issuances_tot_fed,val_issuances_tot_st,val_issuances_tot_all,year,month,total_households,quarter,fulldate,issuances_mail,issuances_ebt,issuances_ebt_conv_coupon
Trinity,74,0,0,687,1,0,761,1,0,170,1343,1513,0,0,2,1,2,1,0,0,0,,0,0,835,233317,,,0,,,233317,2013,JUL,762,3,7/1/13,0,835,0
Tulare,8809,66,2,36925,502,167,45734,568,169,24110,88248,112358,168,69,1418,551,1586,620,2,208,210,,0,0,49289,16737796,,,103835,,,16841631,2013,JUL,46471,3,7/1/13,0,49289,0
Tuolumne,366,0,0,2457,3,2,2823,3,2,948,4189,5137,0,0,9,3,9,3,0,4,4,,0,0,3020,776550,,,873,,,777423,2013,JUL,2828,3,7/1/13,0,3020,0
Ventura,3499,13,0,28351,257,112,31850,270,112,8644,57179,65823,27,18,672,293,699,311,0,138,138,,0,0,34647,10047151,,,59427,,,10106578,2013,JUL,32232,3,7/1/13,0,34647,0
Yolo,970,34,1,6670,107,68,7640,141,69,2436,13565,16001,92,49,244,152,336,201,1,90,91,,0,0,8431,2446712,,,39621,,,2486333,2013,JUL,7850,3,7/1/13,0,8431,0
Yuba,956,6,0,4758,23,6,5714,29,6,2552,10249,12801,12,6,68,25,80,31,0,7,7,,0,0,6157,1925393,,,4420,,,1929813,2013,JUL,5749,3,7/1/13,0,6157,0
California,305332,4738,147,1726056,20503,10245,2031388,25241,10392,766438,3589718,4356156,9944,6140,53018,26519,62962,32659,256,13744,14000,,0,0,2205032,621512877.2,,,5486126,,,626999003.2,2014,JUN,2067021,2,6/1/14,0,2205032,0
Alameda,9619,271,4,53124,1124,493,62743,1395,497,22430,99220,121650,590,328,2599,1372,3189,1700,6,658,664,,0,0,64635,18229348,,,281251,,,18510599,2014,JUN,64635,2,6/1/14,0,64635,0
Alpine,5,0,0,112,0,0,117,0,0,14,181,195,0,0,0,0,0,0,0,0,0,,0,0,125,25611,,,0,,,25611,2014,JUN,117,2,6/1/14,0,125,0
Amador,178,0,0,1610,2,0,1788,2,0,446,2952,3398,0,0,2,2,2,2,0,0,0,,0,0,1884,472320,,,242,,,472562,2014,JUN,1790,2,6/1/14,0,1884,0
Butte,2139,7,0,13374,48,24,15513,55,24,5327,25518,30845,15,7,122,54,137,61,0,35,35,,0,0,16497,4336645,,,10180,,,4346825,2014,JUN,15592,2,6/1/14,0,16497,0
Calaveras,286,0,0,2420,4,3,2706,4,3,758,4363,5121,0,0,9,5,9,5,0,4,4,,0,0,2829,708544,,,196,,,708740,2014,JUN,2713,2,6/1/14,0,2829,0
Colusa,111,0,0,629,2,1,740,2,1,296,1461,1757,0,0,9,3,9,3,0,2,2,,0,0,786,232244,,,826,,,233070,2014,JUN,743,2,6/1/14,0,786,0
Contra Costa,5534,82,3,29253,273,126,34787,355,129,13096,61345,74441,194,106,813,407,1007,513,6,168,174,,0,0,39648,10467745,,,68718,,,10536463,2014,JUN,35271,2,6/1/14,0,39648,0
Del Norte,451,1,0,2075,5,3,2526,6,3,1186,3983,5169,2,1,14,5,16,6,0,5,5,,0,0,2670,712816,,,1251,,,714067,2014,JUN,2535,2,6/1/14,0,2670,0
El Dorado,605,1,0,6261,20,7,6866,21,7,1506,10919,12425,1,1,56,25,57,26,0,8,8,,0,0,7286,1764256,,,3247,,,1767503,2014,JUN,6894,2,6/1/14,0,7286,0
Fresno,15969,170,1,81239,622,160,97208,792,161,43276,183837,227113,430,188,1678,704,2108,892,1,185,186,,0,0,113096,32424685,,,135973,,,32560658,2014,JUN,98161,2,6/1/14,0,113096,0
Glenn,247,2,0,1254,11,2,1501,13,2,660,2987,3647,13,2,37,14,50,16,0,2,2,,0,0,1633,468443,,,653,,,469096,2014,JUN,1516,2,6/1/14,0,1633,0
Humboldt,1077,2,0,9213,16,12,10290,18,12,2651,16036,18687,3,3,37,20,40,23,0,16,16,,0,0,11033,2634640,,,4403,,,2639043,2014,JUN,10320,2,6/1/14,0,11033,0
Imperial,2208,19,1,13051,345,43,15259,364,44,6121,32031,38152,41,21,972,368,1013,389,2,53,55,,0,0,16720,5116622,,,48009,,,5164631,2014,JUN,15667,2,6/1/14,0,16720,0
Inyo,111,0,0,955,5,2,1066,5,2,332,1779,2111,0,0,12,6,12,6,0,2,2,,0,0,1116,273937,,,657,,,274594,2014,JUN,1073,2,6/1/14,0,1116,0
Kern,11227,52,6,49719,411,210,60946,463,216,30361,115445,145806,123,61,1163,459,1286,520,6,307,313,,0,0,64810,20188556,,,109866,,,20298422,2014,JUN,61625,2,6/1/14,0,64810,0
Kings,1642,14,1,8429,103,26,10071,117,27,4481,19118,23599,31,15,316,118,347,133,1,38,39,,0,0,10705,3126980,,,19119,,,3146099,2014,JUN,10215,2,6/1/14,0,10705,0
Lake,695,1,0,4734,16,11,5429,17,11,1810,9074,10884,5,1,37,18,42,19,0,13,13,,0,0,5084,1571570,,,4048,,,1575618,2014,JUN,5457,2,6/1/14,0,5084,0
Lassen,305,1,0,1253,0,0,1558,1,0,783,2438,3221,4,1,0,0,4,1,0,0,0,,0,0,1637,456941,,,298,,,457239,2014,JUN,1559,2,6/1/14,0,1637,0
Los Angeles,84912,2062,74,482930,5915,3543,567842,7977,3617,193154,957672,1150826,3932,2844,13988,7415,17920,10259,159,4560,4719,,0,0,617876,174649695,,,1908222,,,176557917,2014,JUN,579436,2,6/1/14,0,617876,0
Madera,2062,5,1,9499,51,6,11561,56,7,5569,23349,28918,12,5,167,60,179,65,1,7,8,,0,0,8622,3923774,,,6497,,,3930271,2014,JUN,11624,2,6/1/14,0,8622,0
Marin,732,45,0,5185,167,51,5917,212,51,1573,7935,9508,96,48,356,209,452,257,0,69,69,,0,0,6459,1477177,,,31102,,,1508279,2014,JUN,6180,2,6/1/14,0,6459,0
Mariposa,135,0,0,889,1,0,1024,1,0,361,1663,2024,0,0,2,1,2,1,0,0,0,,0,0,1092,285659,,,150,,,285809,2014,JUN,1025,2,6/1/14,0,1092,0
Mendocino,866,2,0,6739,28,11,7605,30,11,2155,11892,14047,6,2,86,32,92,34,0,12,12,,0,0,8049,2021566,,,5762,,,2027328,2014,JUN,7646,2,6/1/14,0,8049,0
Merced,4813,23,0,19373,68,9,24186,91,9,13205,44028,57233,61,23,189,75,250,98,0,11,11,,0,0,25494,7881450,,,10328,,,7891778,2014,JUN,24286,2,6/1/14,0,25494,0
Modoc,71,0,0,394,0,0,465,0,0,183,813,996,0,0,0,0,0,0,0,0,0,,0,0,501,130094,,,0,,,130094,2014,JUN,465,2,6/1/14,0,501,0
Mono,18,0,0,534,2,0,552,2,0,42,848,890,0,0,6,2,6,2,0,0,0,,0,0,597,127730,,,118,,,127848,2014,JUN,554,2,6/1/14,0,597,0
Monterey,3388,19,1,18705,171,25,22093,190,26,8430,41370,49800,47,22,473,203,520,225,1,34,35,,0,0,23406,6865414,,,23601,,,6889015,2014,JUN,22309,2,6/1/14,0,23406,0
Napa,378,4,2,3076,62,8,3454,66,10,927,6190,7117,13,5,159,69,172,74,2,10,12,,0,0,3665,963831,,,7889,,,971720,2014,JUN,3530,2,6/1/14,0,3665,0
Nevada,442,1,1,3825,5,3,4267,6,4,1122,6773,7895,1,1,8,5,9,6,1,4,5,,0,0,4568,1146132,,,1377,,,1147509,2014,JUN,4277,2,6/1/14,0,4568,0
Orange,13117,185,5,100617,2040,1121,113734,2225,1126,33440,226286,259726,398,237,5748,3371,6146,3608,7,1535,1542,,0,0,122321,34023300,,,521628,,,34544928,2014,JUN,117085,2,6/1/14,0,122321,0
Placer,953,17,0,8255,31,21,9208,48,21,2428,15924,18352,34,27,70,39,104,66,0,21,21,,0,0,9703,2483187,,,11135,,,2494322,2014,JUN,9277,2,6/1/14,0,9703,0
Plumas,120,0,0,850,0,0,970,0,0,321,1569,1890,0,0,0,0,0,0,0,0,0,,0,0,1032,263363,,,0,,,263363,2014,JUN,970,2,6/1/14,0,1032,0
Riverside,19311,148,6,102751,962,242,122062,1110,248,52364,231042,283406,391,170,2777,1065,3168,1235,7,301,308,,0,0,129149,39018747,,,160890,,,39179637,2014,JUN,123420,2,6/1/14,0,129149,0
Sacramento,17959,395,6,81215,945,554,99174,1340,560,45428,166255,211683,853,576,2227,1218,3080,1794,9,732,741,,0,0,104413,31215131,,,351120,,,31566251,2014,JUN,101074,2,6/1/14,0,104413,0
San Benito,364,4,1,2313,23,2,2677,27,3,975,5158,6133,9,4,57,30,66,34,2,2,4,,0,0,2828,850335,,,2970,,,853305,2014,JUN,2707,2,6/1/14,0,2828,0
San Bernardino,28847,187,8,140921,1029,334,169768,1216,342,77509,307375,384884,459,218,2719,1197,3178,1415,12,444,456,,0,0,178892,54166327,,,205690,,,54372017,2014,JUN,171326,2,6/1/14,0,178892,0
San Diego,17907,328,4,113994,1717,642,131901,2045,646,48059,243722,291781,713,410,5209,2405,5922,2815,4,821,825,,0,0,153020,38757689,,,381424,,,39139113,2014,JUN,134592,2,6/1/14,0,153020,0
San Francisco,2660,163,6,28897,667,752,31557,830,758,5925,44255,50180,290,180,1598,1076,1888,1256,6,868,874,,0,0,35893,7445755,,,242511,,,7688266,2014,JUN,33145,2,6/1/14,0,35893,0
San Joaquin,9369,70,1,39989,467,147,49358,537,148,24058,91291,115349,175,75,1289,555,1464,630,1,217,218,,0,0,52631,16238093,,,98392,,,16336485,2014,JUN,50043,2,6/1/14,0,52631,0
San Luis Obispo,1131,5,0,8526,45,10,9657,50,10,2779,15297,18076,10,6,109,50,119,56,0,11,11,,0,0,9954,2513362,,,8009,,,2521371,2014,JUN,9717,2,6/1/14,0,9954,0
San Mateo,1330,57,1,14134,460,187,15464,517,188,3286,27193,30479,121,73,1115,563,1236,636,2,243,245,,0,0,18339,4352391,,,94748,,,4447139,2014,JUN,16169,2,6/1/14,0,18339,0
Santa Barbara,2644,17,1,13216,91,34,15860,108,35,6802,27926,34728,35,19,248,102,283,121,2,42,44,,0,0,18635,4740265,,,17090,,,4757355,2014,JUN,16003,2,6/1/14,0,18635,0
Santa Clara,6887,135,7,46570,842,829,53457,977,836,16496,92640,109136,250,162,1742,1126,1992,1288,12,1229,1241,,0,0,58107,15562048,,,319855,,,15881903,2014,JUN,55270,2,6/1/14,0,58107,0
Santa Cruz,1310,2,0,11263,47,8,12573,49,8,3168,20943,24111,4,2,122,48,126,50,0,8,8,,0,0,14366,3348897.15,,,7590,,,3356487.15,2014,JUN,12630,2,6/1/14,0,14366,0
Shasta,1615,2,0,11043,24,12,12658,26,12,3992,20616,24608,2,2,61,27,63,29,0,20,20,,0,0,13419,3392274,,,6056,,,3398330,2014,JUN,12696,2,6/1/14,0,13419,0
Sierra,9,0,0,161,1,0,170,1,0,21,280,301,0,0,4,0,4,0,0,0,0,,0,0,178,41747,,,396,,,42143,2014,JUN,171,2,6/1/14,0,178,0
Siskiyou,463,0,0,2746,7,2,3209,7,2,1266,5697,6963,0,0,20,7,20,7,0,3,3,,0,0,3413,947573,,,640,,,948213,2014,JUN,3218,2,6/1/14,0,3413,0
Solano,3428,25,0,18690,136,42,22118,161,42,8293,34700,42993,63,29,336,150,399,179,0,50,50,,0,0,23621,6281260,,,31754,,,6313014,2014,JUN,22321,2,6/1/14,0,23621,0
Sonoma,1979,33,1,17055,185,59,19034,218,60,4743,29535,34278,82,35,561,259,643,294,1,74,75,,0,0,22010,4953233,,,36392,,,4989625,2014,JUN,19312,2,6/1/14,0,22010,0
Stanislaus,6737,29,1,35913,134,24,42650,163,25,17710,74465,92175,79,33,366,149,445,182,1,34,35,,0,0,45107,12951079,,,23911,,,12974990,2014,JUN,42838,2,6/1/14,0,45107,0
Sutter,790,13,0,4797,49,11,5587,62,11,2094,10826,12920,38,17,122,62,160,79,0,14,14,,0,0,5944,1780045,,,10076,,,1790121,2014,JUN,5660,2,6/1/14,0,5944,0
Tehama,736,4,0,4233,18,5,4969,22,5,1958,9076,11034,10,4,66,21,76,25,0,7,7,,0,0,5272,1504078,,,4240,,,1508318,2014,JUN,4996,2,6/1/14,0,5272,0
Trinity,87,0,0,880,1,1,967,1,1,209,1577,1786,0,0,2,1,2,1,0,1,1,,0,0,1019,255926,,,318,,,256244,2014,JUN,969,2,6/1/14,0,1019,0
Tulare,9323,65,2,41002,626,211,50325,691,213,25521,94371,119892,155,69,1719,687,1874,756,2,587,589,,0,0,53698,16663631,,,118306,,,16781937,2014,JUN,51229,2,6/1/14,0,53698,0
Tuolumne,401,2,0,2632,5,1,3033,7,1,1038,4526,5564,6,2,12,5,18,7,0,2,2,,0,0,3190,772607,,,921,,,773528,2014,JUN,3041,2,6/1/14,0,3190,0
Ventura,3584,22,0,31039,314,126,34623,336,126,8860,66465,75325,49,30,990,439,1039,469,0,152,152,,0,0,39796,9925754,,,96372,,,10022126,2014,JUN,35085,2,6/1/14,0,39796,0
Yolo,1024,40,1,7568,131,84,8592,171,85,2651,15050,17701,87,68,332,182,419,250,1,116,117,,0,0,10213,2513235,,,45616,,,2558851,2014,JUN,8848,2,6/1/14,0,10213,0
Yuba,1021,6,1,4932,29,5,5953,35,6,2789,10438,13227,11,7,87,34,98,41,1,7,8,,0,0,6346,1867120,,,4093,,,1871213,2014,JUN,5994,2,6/1/14,0,6346,0
California,310042,4673,146,1691634,20666,9540,2001676,25339,9686,777804,3497797,4275601,9880,6048,50585,25086,60465,31134,267,12557,12824,,0,0,2158521,620972707.6,,,5390896.41,,,626363604,2014,MAR,2036701,1,3/1/14,0,2158521,0
Alameda,9698,276,8,52698,1130,487,62396,1406,495,22577,99363,121940,585,327,2634,1393,3219,1720,10,644,654,,0,0,64297,18469888,,,287245,,,18757133,2014,MAR,64297,1,3/1/14,0,64297,0
Alpine,4,0,0,114,0,0,118,0,0,9,175,184,0,0,0,0,0,0,0,0,0,,0,0,121,24736,,,0,,,24736,2014,MAR,118,1,3/1/14,0,121,0
Amador,192,0,0,1576,4,1,1768,4,1,498,2924,3422,0,0,5,6,5,6,0,1,1,,0,0,1866,484252,,,431,,,484683,2014,MAR,1773,1,3/1/14,0,1866,0
Butte,2073,6,0,12936,38,20,15009,44,20,5182,25117,30299,9,7,107,43,116,50,0,26,26,,0,0,16051,4286980,,,8681,,,4295661,2014,MAR,15073,1,3/1/14,0,16051,0
Calaveras,295,0,0,2333,5,4,2628,5,4,766,4208,4974,0,0,12,6,12,6,0,5,5,,0,0,2778,699192,,,1318,,,700510,2014,MAR,2637,1,3/1/14,0,2778,0
Colusa,123,0,0,612,4,1,735,4,1,332,1446,1778,0,0,15,5,15,5,0,2,2,,0,0,811,237195,,,1129,,,238324,2014,MAR,740,1,3/1/14,0,811,0
Contra Costa,5669,72,3,28675,294,108,34344,366,111,13457,56810,70267,166,86,708,365,874,451,4,147,151,,0,0,37670,10464279,,,72640,,,10536919,2014,MAR,34821,1,3/1/14,0,37670,0
Del Norte,438,1,0,2078,5,4,2516,6,4,1180,3985,5165,2,1,18,6,20,7,0,6,6,,0,0,2622,715415,,,1597,,,717012,2014,MAR,2526,1,3/1/14,0,2622,0
El Dorado,598,1,0,6119,22,10,6717,23,10,1467,10744,12211,1,1,59,27,60,28,0,13,13,,0,0,7232,1752762,,,4548,,,1757310,2014,MAR,6750,1,3/1/14,0,7232,0
Fresno,16013,177,3,79414,608,145,95427,785,148,43319,182840,226159,466,198,1695,692,2161,890,5,174,179,,0,0,101743,32196008,,,136762,,,32332770,2014,MAR,96360,1,3/1/14,0,101743,0
Glenn,243,2,0,1263,10,0,1506,12,0,652,3033,3685,13,2,36,10,49,12,0,0,0,,0,0,1648,483142,,,850,,,483992,2014,MAR,1518,1,3/1/14,0,1648,0
Humboldt,1025,2,0,8617,14,12,9642,16,12,2499,15249,17748,3,3,33,17,36,20,0,15,15,,0,0,10514,2552871,,,5061,,,2557932,2014,MAR,9670,1,3/1/14,0,10514,0
Imperial,2154,14,1,12645,332,38,14799,346,39,5950,31029,36979,26,14,926,355,952,369,2,42,44,,0,0,16050,4953799,,,46506,,,5000305,2014,MAR,15184,1,3/1/14,0,16050,0
Inyo,118,0,0,980,6,0,1098,6,0,340,1868,2208,0,0,17,7,17,7,0,0,0,,0,0,1179,292948,,,303,,,293251,2014,MAR,1104,1,3/1/14,0,1179,0
Kern,11334,64,4,49038,431,187,60372,495,191,30718,114553,145271,154,72,1258,475,1412,547,4,258,262,,0,0,64705,20392964,,,111180,,,20504144,2014,MAR,61058,1,3/1/14,0,64705,0
Kings,1669,13,0,8333,101,26,10002,114,26,4522,19057,23579,29,13,320,114,349,127,0,36,36,,0,0,10842,3179624,,,19872,,,3199496,2014,MAR,10142,1,3/1/14,0,10842,0
Lake,707,3,0,4543,19,10,5250,22,10,1846,8765,10611,10,3,43,22,53,25,0,11,11,,0,0,5616,1530534,,,4801,,,1535335,2014,MAR,5282,1,3/1/14,0,5616,0
Lassen,302,1,0,1222,0,0,1524,1,0,777,2396,3173,4,1,0,0,4,1,0,0,0,,0,0,1651,458533,,,53,,,458586,2014,MAR,1525,1,3/1/14,0,1651,0
Los Angeles,87662,2031,77,476246,5815,3432,563908,7846,3509,199615,945740,1145355,3900,2803,13827,7261,17727,10064,178,4398,4576,,0,0,618620,174365397,,,1880686,,,176246083,2014,MAR,575263,1,3/1/14,0,618620,0
Madera,2058,6,1,9336,60,5,11394,66,6,5497,22944,28441,15,6,192,72,207,78,1,6,7,,0,0,8555,3930756,,,9349,,,3940105,2014,MAR,11466,1,3/1/14,0,8555,0
Marin,726,47,0,5077,158,37,5803,205,37,1570,7834,9404,101,50,333,193,434,243,0,50,50,,0,0,6351,1462198,,,29418,,,1491616,2014,MAR,6045,1,3/1/14,0,6351,0
Mariposa,140,0,0,898,3,0,1038,3,0,385,1667,2052,0,0,6,3,6,3,0,0,0,,0,0,1108,288406,,,335,,,288741,2014,MAR,1041,1,3/1/14,0,1108,0
Mendocino,861,3,0,6518,26,12,7379,29,12,2181,11476,13657,6,3,83,29,89,32,0,15,15,,0,0,7904,1995916,,,5834,,,2001750,2014,MAR,7420,1,3/1/14,0,7904,0
Merced,4929,22,0,18874,64,7,23803,86,7,13508,43233,56741,55,22,181,69,236,91,0,8,8,,0,0,25435,7907622,,,9029,,,7916651,2014,MAR,23896,1,3/1/14,0,25435,0
Modoc,71,0,0,376,0,0,447,0,0,182,805,987,0,0,0,0,0,0,0,0,0,,0,0,482,126306,,,0,,,126306,2014,MAR,447,1,3/1/14,0,482,0
Mono,18,0,0,577,1,0,595,1,0,40,891,931,0,0,4,1,4,1,0,0,0,,0,0,649,137200,,,118,,,137318,2014,MAR,596,1,3/1/14,0,649,0
Monterey,4662,32,1,18501,213,23,23163,245,24,11381,41234,52615,76,36,632,257,708,293,2,33,35,,0,0,25083,7562162,,,32136,,,7594298,2014,MAR,23432,1,3/1/14,0,25083,0
Napa,401,7,1,3083,53,6,3484,60,7,983,6233,7216,20,8,136,57,156,65,1,7,8,,0,0,3850,1005695,,,7731,,,1013426,2014,MAR,3551,1,3/1/14,0,3850,0
Nevada,425,1,0,3636,8,3,4061,9,3,1096,6540,7636,1,1,14,8,15,9,0,4,4,,0,0,4336,1097750,,,1592,,,1099342,2014,MAR,4073,1,3/1/14,0,4336,0
Orange,13164,178,4,98635,2081,1016,111799,2259,1020,33544,205342,238886,382,227,4643,2737,5025,2964,7,1372,1379,,0,0,121466,33966299,,,506754,,,34473053,2014,MAR,115078,1,3/1/14,0,121466,0
Placer,981,17,0,8066,31,19,9047,48,19,2537,15770,18307,29,26,80,34,109,60,0,21,21,,0,0,9497,2509144,,,9622,,,2518766,2014,MAR,9114,1,3/1/14,0,9497,0
Plumas,124,0,0,830,0,0,954,0,0,340,1504,1844,0,0,0,0,0,0,0,0,0,,0,0,1021,264017,,,0,,,264017,2014,MAR,954,1,3/1/14,0,1021,0
Riverside,19505,158,10,100426,1014,239,119931,1172,249,52974,227862,280836,414,182,2911,1136,3325,1318,13,291,304,,0,0,127149,38972676,,,174522,,,39147198,2014,MAR,121352,1,3/1/14,0,127149,0
Sacramento,17994,361,4,78625,932,500,96619,1293,504,45752,163613,209365,775,528,2258,1233,3033,1761,6,652,658,,0,0,103574,30789158,,,323807,,,31112965,2014,MAR,98416,1,3/1/14,0,103574,0
San Benito,408,3,0,2313,21,2,2721,24,2,1074,5229,6303,6,3,51,23,57,26,0,3,3,,0,0,2875,886733,,,2985,,,889718,2014,MAR,2747,1,3/1/14,0,2875,0
San Bernardino,28551,185,8,137964,1018,328,166515,1203,336,76670,303068,379738,451,216,2754,1172,3205,1388,12,439,451,,0,0,175564,53659743,,,207801,,,53867544,2014,MAR,168054,1,3/1/14,0,175564,0
San Diego,17262,296,7,110485,1707,582,127747,2003,589,46544,220458,267002,688,387,4310,2059,4998,2446,8,753,761,,0,0,138703,38213607,,,368571,,,38582178,2014,MAR,130339,1,3/1/14,0,138703,0
San Francisco,2655,172,2,28672,637,574,31327,809,576,5848,41721,47569,295,191,1244,860,1539,1051,2,766,768,,0,0,34559,7479523,,,221520,,,7701043,2014,MAR,32712,1,3/1/14,0,34559,0
San Joaquin,9414,74,4,38799,454,147,48213,528,151,24205,89513,113718,195,81,1248,546,1443,627,4,213,217,,0,0,51767,16158901,,,101160,,,16260061,2014,MAR,48892,1,3/1/14,0,51767,0
San Luis Obispo,1168,5,0,8436,47,9,9604,52,9,2841,15439,18280,9,6,115,51,124,57,0,11,11,,0,0,10331,2557411,,,6452,,,2563863,2014,MAR,9665,1,3/1/14,0,10331,0
San Mateo,1424,51,0,13891,454,170,15315,505,170,3526,26831,30357,105,66,1095,545,1200,611,0,223,223,,0,0,16961,4337099,,,89919,,,4427018,2014,MAR,15990,1,3/1/14,0,16961,0
Santa Barbara,2972,12,0,13041,102,25,16013,114,25,7379,28153,35532,25,15,280,115,305,130,0,32,32,,0,0,17984,4986948,,,17401,,,5004349,2014,MAR,16152,1,3/1/14,0,17984,0
Santa Clara,6720,112,2,45557,817,792,52277,929,794,16025,92141,108166,221,142,1711,1118,1932,1260,2,1188,1190,,0,0,57399,15641708,,,315841,,,15957549,2014,MAR,54000,1,3/1/14,0,57399,0
Santa Cruz,1446,2,0,11072,50,10,12518,52,10,3500,20955,24455,4,2,130,55,134,57,0,10,10,,0,0,13888,3442733,,,8075,,,3450808,2014,MAR,12580,1,3/1/14,0,13888,0
Shasta,1621,2,0,10565,31,14,12186,33,14,4061,19977,24038,2,2,79,34,81,36,0,22,22,,0,0,12995,3325633,,,7063,,,3332696,2014,MAR,12233,1,3/1/14,0,12995,0
Sierra,14,0,0,156,0,0,170,0,0,33,256,289,0,0,0,0,0,0,0,0,0,,0,0,186,41702,,,0,,,41702,2014,MAR,170,1,3/1/14,0,186,0
Siskiyou,481,0,0,2672,6,1,3153,6,1,1320,5605,6925,0,0,13,6,13,6,0,1,1,,0,0,3369,947566,,,657,,,948223,2014,MAR,3160,1,3/1/14,0,3369,0
Solano,3481,30,0,18236,144,42,21717,174,42,8377,34260,42637,74,34,354,162,428,196,0,47,47,,0,0,23554,6254336.59,,,31607.41,,,6285944,2014,MAR,21933,1,3/1/14,0,23554,0
Sonoma,2026,41,1,16654,181,46,18680,222,47,4895,29300,34195,100,44,435,215,535,259,1,59,60,,0,0,20535,5010223,,,35114,,,5045337,2014,MAR,18949,1,3/1/14,0,20535,0
Stanislaus,6868,25,1,35322,123,24,42190,148,25,18143,73627,91770,72,27,328,140,400,167,1,34,35,,0,0,44627,13004832,,,22329,,,13027161,2014,MAR,42363,1,3/1/14,0,44627,0
Sutter,828,11,0,4639,49,13,5467,60,13,2171,10538,12709,30,14,132,61,162,75,0,17,17,,0,0,5866,1784125,,,10017,,,1794142,2014,MAR,5540,1,3/1/14,0,5866,0
Tehama,735,3,0,4094,18,4,4829,21,4,1989,8715,10704,8,3,61,18,69,21,0,5,5,,0,0,5223,1478951,,,3269,,,1482220,2014,MAR,4854,1,3/1/14,0,5223,0
Trinity,85,0,0,823,2,1,908,2,1,205,1510,1715,0,0,5,2,5,2,0,1,1,,0,0,1013,250772,,,457,,,251229,2014,MAR,911,1,3/1/14,0,1013,0
Tulare,9481,85,2,40024,834,192,49505,919,194,26021,93716,119737,208,91,1781,686,1989,777,2,228,230,,0,0,53134,16798748,,,124977,,,16923725,2014,MAR,50618,1,3/1/14,0,53134,0
Tuolumne,377,3,0,2592,4,0,2969,7,0,961,4442,5403,9,3,11,4,20,7,0,0,0,,0,0,3150,766305,,,894,,,767199,2014,MAR,2976,1,3/1/14,0,3150,0
Ventura,3649,15,0,30443,318,126,34092,333,126,9020,60781,69801,30,21,839,367,869,388,0,155,155,,0,0,36878,10020996,,,69894,,,10090890,2014,MAR,34551,1,3/1/14,0,36878,0
Yolo,1008,44,1,7393,133,78,8401,177,79,2623,14952,17575,91,73,324,175,415,248,1,105,106,,0,0,9296,2515450,,,44772,,,2560222,2014,MAR,8657,1,3/1/14,0,9296,0
Yuba,992,7,1,4891,34,8,5883,41,9,2697,10360,13057,15,7,99,39,114,46,1,8,9,,0,0,6188,1852838,,,6211,,,1859049,2014,MAR,5933,1,3/1/14,0,6188,0
California,307141,4746,150,1713527,20646,9974,2020668,25392,10124,771729,3530330,4302059,9959,6159,50856,25374,60815,31533,262,13208,13470,,0,0,2167832,621898392.5,,,5447462.54,,,627345855,2014,MAY,2056184,2,5/1/14,0,2167832,0
Alameda,9696,273,6,52974,1147,486,62670,1420,492,22622,99636,122258,579,323,2710,1415,3289,1738,8,650,658,,0,0,64582,18389980,,,284222,,,18674202,2014,MAY,64582,2,5/1/14,0,64582,0
Alpine,4,0,0,107,0,0,111,0,0,10,172,182,0,0,0,0,0,0,0,0,0,,0,0,114,23930,,,0,,,23930,2014,MAY,111,2,5/1/14,0,114,0
Amador,179,0,0,1609,3,0,1788,3,0,455,2948,3403,0,0,3,4,3,4,0,0,0,,0,0,1878,477210,,,242,,,477452,2014,MAY,1791,2,5/1/14,0,1878,0
Butte,2119,7,0,13238,47,22,15357,54,22,5284,25335,30619,14,7,124,52,138,59,0,29,29,,0,0,16571,4348526,,,9740,,,4358266,2014,MAY,15433,2,5/1/14,0,16571,0
Calaveras,280,0,0,2432,4,4,2712,4,4,741,4404,5145,0,0,9,5,9,5,0,5,5,,0,0,2849,716919,,,1385,,,718304,2014,MAY,2720,2,5/1/14,0,2849,0
Colusa,116,0,0,635,4,1,751,4,1,303,1479,1782,0,0,15,5,15,5,0,2,2,,0,0,831,238061,,,1163,,,239224,2014,MAY,756,2,5/1/14,0,831,0
Contra Costa,5577,83,3,29042,281,124,34619,364,127,13242,57499,70741,196,107,700,341,896,448,5,166,171,,0,0,37315,10433752,,,70055,,,10503807,2014,MAY,35110,2,5/1/14,0,37315,0
Del Norte,438,1,0,2064,4,3,2502,5,3,1163,3973,5136,2,1,12,4,14,5,0,5,5,,0,0,2634,710730,,,1251,,,711981,2014,MAY,2510,2,5/1/14,0,2634,0
El Dorado,606,1,0,6227,19,7,6833,20,7,1503,10896,12399,1,1,51,24,52,25,0,8,8,,0,0,7209,1758891,,,3282,,,1762173,2014,MAY,6860,2,5/1/14,0,7209,0
